Player,Borda Points
Yelich,89
Baez,42
DeGrom,18
Arenado,14
Freeman,8
Story,3
Carpenter,2
Scherzer,2
Cain,1
Goldschmidt,1
AcunaJr,0
Markakis,0
Nola,0
Muncy,0
Rizzo,0
Turner,0
Rendon,0
Suarez,0
Aguilar,0
