Player,Borda Points
Altuve,87
Judge,61
Ramirez,25
Trout,6
Kluber,1
Lindor,0
Simmons,0
Cruz,0
Schoop,0
Betts,0
Correa,0
Dozier,0
Springer,0
Sale,0
Abreu,0
Hosmer,0
Gregorius,0
Upton,0
Buxton,0
Gonzalez,0
Sanchez,0
Encarnacion,0
DavisC,0
Donaldson,0
