Player,Borda Points
Harper,71
Soto,47
Tatis,31
Crawford,17
Turner,12
Goldschmidt,1
ONeill,1
Freeman,0
Riley,0
Muncy,0
Votto,0
Wheeler,0
Scherzer,0
Albies,0
Reynolds,0
Castellanos,0
Machado,0
Adames,0
Gausman,0
Burnes,0
WadeJr,0
Posey,0
Wainwright,0
