Player,Borda Points
Stanton,55
Votto,52
Goldschmidt,26
Blackmon,22
Arenado,20
Bryant,4
Rendon,1
Pham,0
Seager,0
Turner,0
Harper,0
Bellinger,0
Murphy,0
Scherzer,0
Martinez,0
Ozuna,0
Rizzo,0
Zimmerman,0
Kershaw,0
Jansen,0
Greinke,0
Bradley,0
