Player,Borda Points
Goldschmidt,82
Machado,54
Arenado,22
Freeman,18
Alonso,2
Betts,1
Urias,1
Riley,0
Turner,0
Realmuto,0
HarrisII,0
Swanson,0
Alcantara,0
Lindor,0
Diaz,0
Bard,0
Marte,0
Schwarber,0
McNeil,0
