Player,Borda Points
Kershaw,73
Stanton,56
McCutchen,47
Lucroy,2
Rendon,1
Posey,1
Harrison,0
Wainwright,0
Cueto,0
Rizzo,0
Martin,0
Mesoraco,0
Werth,0
Pence,0
Gomez,0
Gonzalez,0
Peralta,0
Upton,0
Puig,0
Span,0
Holliday,0
Duda,0
Tulowitzki,0
Gordon,0
Freeman,0
Morneau,0
