Player,Borda Points
Cabrera,78
Trout,61
Beltre,18
Cano,6
Jeter,2
Price,1
Jones,1
Johnson,1
Verlander,0
Fielder,0
Zobrist,0
Hamilton,0
Cespedes,0
Rodney,0
Encarnacion,0
Mauer,0
Rios,0
Pujols,0
Reddick,0
Ibanez,0
Hernandez,0
Wieters,0
Weaver,0
Soriano,0
