Year,League,Removed-Players,RP-Ranking,Original-Players,Original-Rankings,New-Players,New-Rankings
2014,AL,"('Hernandez', 'Altuve')","(12, 13)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista')","(1, 2, 3, 4, 5, 6)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano')","(1, 2, 3, 4, 6, 5)"
2014,AL,"('Kluber', 'Altuve')","(11, 13)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista')","(1, 2, 3, 4, 5, 6)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano')","(1, 2, 3, 4, 6, 5)"
2012,NL,"('Holliday', 'Dickey')","(11, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Kimbrel', 'Holliday')","(8, 11)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Kimbrel', 'Chapman')","(8, 12)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Kimbrel', 'Phillips')","(8, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Kimbrel', 'Dickey')","(8, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Bruce', 'Holliday')","(10, 11)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Bruce', 'Chapman')","(10, 12)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Bruce', 'Phillips')","(10, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Bruce', 'Dickey')","(10, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Holliday', 'Chapman')","(11, 12)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Holliday', 'Phillips')","(11, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Chapman', 'Dickey')","(12, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Chapman', 'Phillips')","(12, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Phillips', 'Dickey')","(13, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2020,AL,"('Lowe', 'Ryu')","(8, 14)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Cruz')","(1, 2, 3, 4, 5, 6)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Anderson')","(1, 2, 3, 4, 5, 7)"
2020,AL,"('Lowe', 'Hendriks')","(8, 13)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Cruz')","(1, 2, 3, 4, 5, 6)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Anderson')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Kimbrel', 'Bruce')","(8, 10)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
2020,AL,"('Lowe', 'Hernandez')","(8, 11)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Cruz')","(1, 2, 3, 4, 5, 6)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Anderson')","(1, 2, 3, 4, 5, 7)"
2018,NL,"('Story', 'Carpenter')","(8, 9)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt')","(1, 2, 3, 4, 5, 6)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Cain')","(1, 2, 3, 4, 5, 7)"
2018,NL,"('Story', 'Scherzer')","(8, 10)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt')","(1, 2, 3, 4, 5, 6)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Cain')","(1, 2, 3, 4, 5, 7)"
2018,NL,"('Story', 'Rendon')","(8, 11)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt')","(1, 2, 3, 4, 5, 6)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Cain')","(1, 2, 3, 4, 5, 7)"
2018,NL,"('Story', 'AcunaJr')","(8, 12)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt')","(1, 2, 3, 4, 5, 6)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Cain')","(1, 2, 3, 4, 5, 7)"
2018,NL,"('Story', 'Turner')","(8, 14)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt')","(1, 2, 3, 4, 5, 6)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Cain')","(1, 2, 3, 4, 5, 7)"
2012,NL,"('Kimbrel', 'Ramirez')","(8, 9)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche')","(1, 2, 3, 4, 5, 6)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright')","(1, 2, 3, 4, 5, 7)"
