Year,League,Removed-Players,RP-Ranking,Original-Players,Original-Rankings,New-Players,New-Rankings
2017,NL,"('Blackmon', 'Rendon', 'Turner')","(5, 6, 8)","('Stanton', 'Votto', 'Goldschmidt', 'Arenado')","(1, 2, 3, 4)","('Votto', 'Stanton', 'Goldschmidt', 'Arenado')","(2, 1, 3, 4)"
2017,NL,"('Blackmon', 'Rendon', 'Bellinger')","(5, 6, 9)","('Stanton', 'Votto', 'Goldschmidt', 'Arenado')","(1, 2, 3, 4)","('Votto', 'Stanton', 'Goldschmidt', 'Arenado')","(2, 1, 3, 4)"
2017,NL,"('Blackmon', 'Turner', 'Bellinger')","(5, 8, 9)","('Stanton', 'Votto', 'Goldschmidt', 'Arenado')","(1, 2, 3, 4)","('Votto', 'Stanton', 'Goldschmidt', 'Arenado')","(2, 1, 3, 4)"
2020,AL,"('Cruz', 'Anderson', 'Lowe')","(6, 7, 8)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber')","(1, 2, 3, 4)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout')","(1, 2, 3, 5)"
2020,AL,"('Cruz', 'Anderson', 'Voit')","(6, 7, 9)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber')","(1, 2, 3, 4)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout')","(1, 2, 3, 5)"
2020,AL,"('Cruz', 'Lowe', 'Voit')","(6, 8, 9)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber')","(1, 2, 3, 4)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout')","(1, 2, 3, 5)"
2020,AL,"('Anderson', 'Lowe', 'Voit')","(7, 8, 9)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber')","(1, 2, 3, 4)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout')","(1, 2, 3, 5)"
