Year,League,Removed-Players,RP-Ranking,Original-Players,Original-Rankings,New-Players,New-Rankings
2012,NL,"('Dickey',)","(14,)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez', 'Bruce', 'Holliday', 'Chapman', 'Phillips')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez', 'Bruce', 'Holliday', 'Chapman', 'Phillips')","(1, 2, 3, 4, 5, 7, 6, 8, 9, 10, 11, 12, 13)"
2014,AL,"('Jones',)","(14,)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera', 'Gordon', 'Kluber', 'Hernandez', 'Altuve')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera', 'Gordon', 'Altuve', 'Kluber', 'Hernandez')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 10, 13, 11, 12)"
2012,AL,"('Johnson',)","(14,)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder', 'Cespedes', 'Encarnacion', 'Price', 'Rodney')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander', 'Cespedes', 'Encarnacion', 'Price', 'Rodney')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10, 11, 12, 13)"
2014,NL,"('Peralta',)","(14,)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison', 'Rizzo', 'Pence', 'Cueto', 'Martin')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright', 'Rizzo', 'Pence', 'Cueto', 'Martin')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10, 11, 12, 13)"
2021,AL,"('Abreu',)","(14,)","('Ohtani', 'GuerreroJr', 'Semien', 'Judge', 'Correa', 'Ramirez', 'Perez', 'Olson', 'Mullins', 'Lowe', 'Devers', 'Bogaerts', 'Bichette')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)","('Ohtani', 'GuerreroJr', 'Semien', 'Judge', 'Correa', 'Ramirez', 'Perez', 'Olson', 'Mullins', 'Lowe', 'Devers', 'Bichette', 'Bogaerts')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 12)"
2017,AL,"('Abreu',)","(14,)","('Altuve', 'Judge', 'Ramirez', 'Trout', 'Lindor', 'Betts', 'Kluber', 'Simmons', 'Sale', 'Cruz', 'Dozier', 'Schoop', 'Springer')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)","('Altuve', 'Judge', 'Ramirez', 'Trout', 'Lindor', 'Betts', 'Kluber', 'Simmons', 'Sale', 'Cruz', 'Dozier', 'Schoop', 'Hosmer')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15)"
