Year,League,Removed-Players,RP-Ranking,Original-Players,Original-Rankings,New-Players,New-Rankings
2020,AL,"('Voit', 'Hernandez')","(9, 11)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 4, 5, 6, 7, 8)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout', 'Bieber', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 5, 4, 6, 7, 8)"
2020,AL,"('Voit', 'Rendon')","(9, 10)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 4, 5, 6, 7, 8)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout', 'Bieber', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 5, 4, 6, 7, 8)"
2020,AL,"('Rendon', 'Verdugo')","(10, 12)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 4, 5, 6, 7, 8)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout', 'Bieber', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 5, 4, 6, 7, 8)"
2020,AL,"('Voit', 'Ryu')","(9, 14)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 4, 5, 6, 7, 8)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout', 'Bieber', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 5, 4, 6, 7, 8)"
2020,AL,"('Voit', 'Hendriks')","(9, 13)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 4, 5, 6, 7, 8)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout', 'Bieber', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 5, 4, 6, 7, 8)"
2020,AL,"('Voit', 'Verdugo')","(9, 12)","('Abreu', 'Ramirez', 'LeMahieu', 'Bieber', 'Trout', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 4, 5, 6, 7, 8)","('Abreu', 'Ramirez', 'LeMahieu', 'Trout', 'Bieber', 'Cruz', 'Anderson', 'Lowe')","(1, 2, 3, 5, 4, 6, 7, 8)"
2014,AL,"('Altuve', 'Jones')","(13, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 6, 5, 8, 7)"
2014,AL,"('Kluber', 'Altuve')","(11, 13)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 6, 5, 8, 7)"
2014,AL,"('Gordon', 'Altuve')","(10, 13)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 6, 5, 8, 7)"
2014,AL,"('Cabrera', 'Altuve')","(9, 13)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 6, 5, 8, 7)"
2014,AL,"('Hernandez', 'Altuve')","(12, 13)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 6, 5, 8, 7)"
2014,AL,"('Cabrera', 'Gordon')","(9, 10)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 6, 5, 7, 8)"
2016,AL,"('Lindor', 'Dozier')","(10, 13)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Ortiz', 'Machado', 'Beltre', 'Cano')","(1, 2, 3, 4, 6, 5, 7, 8)"
2022,AL,"('Verlander', 'Arraez')","(10, 13)","('Judge', 'Ohtani', 'Alvarez', 'Ramirez', 'Altuve', 'Gimenez', 'Rodriguez', 'Trout')","(1, 2, 3, 4, 5, 6, 7, 8)","('Judge', 'Ohtani', 'Alvarez', 'Ramirez', 'Gimenez', 'Altuve', 'Rodriguez', 'Trout')","(1, 2, 3, 4, 6, 5, 7, 8)"
2016,AL,"('Lindor', 'Seager')","(10, 12)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Ortiz', 'Machado', 'Beltre', 'Cano')","(1, 2, 3, 4, 6, 5, 7, 8)"
2022,AL,"('Bogaerts', 'Arraez')","(9, 13)","('Judge', 'Ohtani', 'Alvarez', 'Ramirez', 'Altuve', 'Gimenez', 'Rodriguez', 'Trout')","(1, 2, 3, 4, 5, 6, 7, 8)","('Judge', 'Ohtani', 'Alvarez', 'Ramirez', 'Gimenez', 'Altuve', 'Rodriguez', 'Trout')","(1, 2, 3, 4, 6, 5, 7, 8)"
2022,AL,"('Bogaerts', 'Verlander')","(9, 10)","('Judge', 'Ohtani', 'Alvarez', 'Ramirez', 'Altuve', 'Gimenez', 'Rodriguez', 'Trout')","(1, 2, 3, 4, 5, 6, 7, 8)","('Judge', 'Ohtani', 'Alvarez', 'Ramirez', 'Gimenez', 'Altuve', 'Rodriguez', 'Trout')","(1, 2, 3, 4, 6, 5, 7, 8)"
2012,NL,"('Bruce', 'Dickey')","(10, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
2012,NL,"('Holliday', 'Chapman')","(11, 12)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
2012,NL,"('Chapman', 'Dickey')","(12, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
2012,NL,"('Bruce', 'Holliday')","(10, 11)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
2012,NL,"('Bruce', 'Chapman')","(10, 12)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
2012,NL,"('Phillips', 'Dickey')","(13, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
2012,NL,"('Bruce', 'Phillips')","(10, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
2012,NL,"('Chapman', 'Phillips')","(12, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
2012,NL,"('Holliday', 'Dickey')","(11, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
2012,NL,"('Holliday', 'Phillips')","(11, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel')","(1, 2, 3, 4, 5, 6, 7, 8)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel')","(1, 2, 3, 4, 5, 7, 6, 8)"
