Year,League,Removed-Players,RP-Ranking,Original-Players,Original-Rankings,New-Players,New-Rankings
2015,AL,"('Altuve', 'Cabrera')","(10, 11)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre', 'Bautista')","(1, 2, 3, 4, 5, 6, 7, 8)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista', 'Beltre')","(1, 2, 3, 4, 5, 6, 8, 7)"
2015,AL,"('Altuve', 'Fielder')","(10, 13)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre', 'Bautista')","(1, 2, 3, 4, 5, 6, 7, 8)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista', 'Beltre')","(1, 2, 3, 4, 5, 6, 8, 7)"
2015,AL,"('Cabrera', 'Fielder')","(11, 13)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre', 'Bautista')","(1, 2, 3, 4, 5, 6, 7, 8)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista', 'Beltre')","(1, 2, 3, 4, 5, 6, 8, 7)"
2023,NL,"('Lindor', 'Bellinger')","(9, 10)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez')","(1, 2, 3, 4, 5, 6, 7, 8)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley')","(1, 2, 3, 4, 5, 6, 8, 7)"
2023,NL,"('Lindor', 'Harper')","(9, 12)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez')","(1, 2, 3, 4, 5, 6, 7, 8)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley')","(1, 2, 3, 4, 5, 6, 8, 7)"
2015,AL,"('Altuve', 'Encarnacion')","(10, 12)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre', 'Bautista')","(1, 2, 3, 4, 5, 6, 7, 8)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista', 'Beltre')","(1, 2, 3, 4, 5, 6, 8, 7)"
2023,NL,"('Harper', 'Kim')","(12, 14)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez')","(1, 2, 3, 4, 5, 6, 7, 8)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley')","(1, 2, 3, 4, 5, 6, 8, 7)"
2014,AL,"('Hernandez', 'Jones')","(12, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 5, 6, 8, 7)"
2013,AL,"('Kipnis', 'Scherzer')","(11, 12)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre', 'Pedroia')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia', 'Beltre')","(1, 2, 3, 4, 5, 6, 8, 7)"
2023,NL,"('Harper', 'Snell')","(12, 13)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez')","(1, 2, 3, 4, 5, 6, 7, 8)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley')","(1, 2, 3, 4, 5, 6, 8, 7)"
2023,NL,"('Contreras', 'Harper')","(11, 12)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez')","(1, 2, 3, 4, 5, 6, 7, 8)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley')","(1, 2, 3, 4, 5, 6, 8, 7)"
2023,NL,"('Bellinger', 'Kim')","(10, 14)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez')","(1, 2, 3, 4, 5, 6, 7, 8)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley')","(1, 2, 3, 4, 5, 6, 8, 7)"
2023,NL,"('Bellinger', 'Snell')","(10, 13)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez')","(1, 2, 3, 4, 5, 6, 7, 8)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley')","(1, 2, 3, 4, 5, 6, 8, 7)"
2023,NL,"('Bellinger', 'Harper')","(10, 12)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez')","(1, 2, 3, 4, 5, 6, 7, 8)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley')","(1, 2, 3, 4, 5, 6, 8, 7)"
2023,NL,"('Bellinger', 'Contreras')","(10, 11)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez')","(1, 2, 3, 4, 5, 6, 7, 8)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley')","(1, 2, 3, 4, 5, 6, 8, 7)"
2013,AL,"('Scherzer', 'Jones')","(12, 13)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre', 'Pedroia')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia', 'Beltre')","(1, 2, 3, 4, 5, 6, 8, 7)"
2014,AL,"('Kluber', 'Jones')","(11, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 5, 6, 8, 7)"
2013,AL,"('Scherzer', 'Encarnacion')","(12, 14)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre', 'Pedroia')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia', 'Beltre')","(1, 2, 3, 4, 5, 6, 8, 7)"
2014,AL,"('Cabrera', 'Kluber')","(9, 11)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 5, 6, 8, 7)"
2014,AL,"('Cabrera', 'Jones')","(9, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 5, 6, 8, 7)"
2014,AL,"('Gordon', 'Hernandez')","(10, 12)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 5, 6, 8, 7)"
2014,AL,"('Gordon', 'Jones')","(10, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 5, 6, 8, 7)"
2014,AL,"('Kluber', 'Hernandez')","(11, 12)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 5, 6, 8, 7)"
2014,AL,"('Gordon', 'Kluber')","(10, 11)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson')","(1, 2, 3, 4, 5, 6, 7, 8)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz')","(1, 2, 3, 4, 5, 6, 8, 7)"
2012,AL,"('Cespedes', 'Encarnacion')","(10, 11)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 9)"
2018,NL,"('Rendon', 'Nola')","(11, 13)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Story')","(1, 2, 3, 4, 5, 6, 7, 8)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Carpenter')","(1, 2, 3, 4, 5, 6, 7, 9)"
2018,NL,"('Scherzer', 'Rendon')","(10, 11)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Story')","(1, 2, 3, 4, 5, 6, 7, 8)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Carpenter')","(1, 2, 3, 4, 5, 6, 7, 9)"
2012,AL,"('Cespedes', 'Johnson')","(10, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 9)"
2012,AL,"('Encarnacion', 'Price')","(11, 12)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 9)"
2012,AL,"('Encarnacion', 'Rodney')","(11, 13)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 9)"
2012,AL,"('Encarnacion', 'Johnson')","(11, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 9)"
2012,AL,"('Price', 'Johnson')","(12, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 9)"
2012,AL,"('Rodney', 'Johnson')","(13, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 9)"
2012,AL,"('Cespedes', 'Rodney')","(10, 13)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 8)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 9)"
2014,NL,"('Rizzo', 'Cueto')","(10, 12)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 8)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 9)"
2014,NL,"('Rizzo', 'Martin')","(10, 13)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 8)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 9)"
2014,NL,"('Rizzo', 'Peralta')","(10, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 8)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 9)"
2014,NL,"('Pence', 'Cueto')","(11, 12)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 8)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 9)"
2014,NL,"('Pence', 'Martin')","(11, 13)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 8)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 9)"
2014,NL,"('Pence', 'Peralta')","(11, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 8)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 9)"
2014,NL,"('Cueto', 'Peralta')","(12, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 8)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 9)"
2014,NL,"('Martin', 'Peralta')","(13, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 8)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 9)"
2014,NL,"('Rizzo', 'Pence')","(10, 11)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 8)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 9)"
