Year,League,Removed-Players,RP-Ranking,Original-Players,Original-Rankings,New-Players,New-Rankings
2014,AL,"('Hernandez', 'Altuve')","(12, 13)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera', 'Gordon')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson', 'Cruz', 'Cabrera', 'Kluber')","(1, 2, 3, 4, 6, 5, 8, 7, 9, 11)"
2014,AL,"('Altuve', 'Jones')","(13, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera', 'Gordon')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson', 'Cruz', 'Cabrera', 'Gordon')","(1, 2, 3, 4, 6, 5, 8, 7, 9, 10)"
2014,AL,"('Kluber', 'Altuve')","(11, 13)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera', 'Gordon')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson', 'Cruz', 'Cabrera', 'Gordon')","(1, 2, 3, 4, 6, 5, 8, 7, 9, 10)"
2012,NL,"('Holliday', 'Chapman')","(11, 12)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 7, 6, 8, 9, 10)"
2012,NL,"('Holliday', 'Phillips')","(11, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 7, 6, 8, 9, 10)"
2012,NL,"('Holliday', 'Dickey')","(11, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 7, 6, 8, 9, 10)"
2012,NL,"('Chapman', 'Phillips')","(12, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 7, 6, 8, 9, 10)"
2012,NL,"('Chapman', 'Dickey')","(12, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 7, 6, 8, 9, 10)"
2012,NL,"('Phillips', 'Dickey')","(13, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez', 'Bruce')","(1, 2, 3, 4, 5, 7, 6, 8, 9, 10)"
2014,AL,"('Kluber', 'Jones')","(11, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera', 'Gordon')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera', 'Altuve')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 13)"
