Year,League,Removed-Players,RP-Ranking,Original-Players,Original-Rankings,New-Players,New-Rankings
2014,AL,"('Kluber', 'Hernandez')","(11, 12)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera', 'Gordon')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera', 'Altuve')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 13)"
2014,AL,"('Hernandez', 'Jones')","(12, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera', 'Gordon')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera', 'Kluber')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 11)"
2023,NL,"('Harper', 'Snell')","(12, 13)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor', 'Bellinger')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor', 'Bellinger')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 10)"
2023,NL,"('Contreras', 'Harper')","(11, 12)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor', 'Bellinger')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor', 'Bellinger')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 10)"
2015,AL,"('Cabrera', 'Fielder')","(11, 13)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre', 'Bautista', 'Price', 'Altuve')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista', 'Beltre', 'Price', 'Altuve')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 10)"
2023,NL,"('Harper', 'Kim')","(12, 14)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor', 'Bellinger')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor', 'Bellinger')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 10)"
2013,AL,"('Scherzer', 'Encarnacion')","(12, 14)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre', 'Pedroia', 'Machado', 'Ortiz')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia', 'Beltre', 'Machado', 'Ortiz')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 10)"
2013,AL,"('Kipnis', 'Scherzer')","(11, 12)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre', 'Pedroia', 'Machado', 'Ortiz')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia', 'Beltre', 'Machado', 'Ortiz')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 10)"
2013,AL,"('Scherzer', 'Jones')","(12, 13)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre', 'Pedroia', 'Machado', 'Ortiz')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia', 'Beltre', 'Machado', 'Ortiz')","(1, 2, 3, 4, 5, 6, 8, 7, 9, 10)"
2014,NL,"('Martin', 'Peralta')","(13, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2012,AL,"('Encarnacion', 'Johnson')","(11, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2012,AL,"('Price', 'Johnson')","(12, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2018,NL,"('Rendon', 'Nola')","(11, 13)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Story', 'Carpenter', 'Scherzer')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Carpenter', 'Story', 'Scherzer')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2012,AL,"('Rodney', 'Johnson')","(13, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2012,AL,"('Encarnacion', 'Price')","(11, 12)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2014,NL,"('Cueto', 'Peralta')","(12, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2014,NL,"('Pence', 'Peralta')","(11, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2014,NL,"('Pence', 'Martin')","(11, 13)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2014,NL,"('Pence', 'Cueto')","(11, 12)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright', 'Rizzo')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2012,AL,"('Encarnacion', 'Rodney')","(11, 13)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander', 'Cespedes')","(1, 2, 3, 4, 5, 6, 7, 9, 8, 10)"
2016,AL,"('Britton', 'Seager')","(11, 12)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Cabrera', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Lindor', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 10, 9)"
2016,AL,"('Seager', 'Dozier')","(12, 13)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Cabrera', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Lindor', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 10, 9)"
2016,AL,"('Seager', 'Cruz')","(12, 14)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Cabrera', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Lindor', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 10, 9)"
2019,AL,"('Verlander', 'Devers')","(11, 12)","('Trout', 'Bregman', 'Semien', 'LeMahieu', 'Bogaerts', 'Chapman', 'Springer', 'Betts', 'Cruz', 'Cole')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Bregman', 'Semien', 'LeMahieu', 'Bogaerts', 'Chapman', 'Springer', 'Betts', 'Cole', 'Cruz')","(1, 2, 3, 4, 5, 6, 7, 8, 10, 9)"
2019,AL,"('Verlander', 'Meadows')","(11, 14)","('Trout', 'Bregman', 'Semien', 'LeMahieu', 'Bogaerts', 'Chapman', 'Springer', 'Betts', 'Cruz', 'Cole')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Bregman', 'Semien', 'LeMahieu', 'Bogaerts', 'Chapman', 'Springer', 'Betts', 'Cole', 'Cruz')","(1, 2, 3, 4, 5, 6, 7, 8, 10, 9)"
2021,NL,"('Reynolds', 'Albies')","(11, 13)","('Harper', 'Soto', 'Tatis', 'Crawford', 'Turner', 'Goldschmidt', 'Riley', 'ONeill', 'Freeman', 'Muncy')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Harper', 'Soto', 'Tatis', 'Crawford', 'Turner', 'Goldschmidt', 'Riley', 'ONeill', 'Muncy', 'Freeman')","(1, 2, 3, 4, 5, 6, 7, 8, 10, 9)"
2021,NL,"('Reynolds', 'Scherzer')","(11, 14)","('Harper', 'Soto', 'Tatis', 'Crawford', 'Turner', 'Goldschmidt', 'Riley', 'ONeill', 'Freeman', 'Muncy')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Harper', 'Soto', 'Tatis', 'Crawford', 'Turner', 'Goldschmidt', 'Riley', 'ONeill', 'Muncy', 'Freeman')","(1, 2, 3, 4, 5, 6, 7, 8, 10, 9)"
2016,AL,"('Britton', 'Dozier')","(11, 13)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Cabrera', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Lindor', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 10, 9)"
