adam-jude,2016,13,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,wisconsin-badgers,colorado-buffaloes,penn-state-nittany-lions,oklahoma-sooners,usc-trojans,louisville-cardinals,florida-gators,oklahoma-state-cowboys,nebraska-cornhuskers,utah-utes,auburn-tigers,florida-state-seminoles,washington-state-cougars,western-michigan-broncos,west-virginia-mountaineers,boise-state-broncos,houston-cougars,stanford-cardinal,texas-am-aggies,minnesota-golden-gophers
adam-zucker,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,washington-huskies,wisconsin-badgers,penn-state-nittany-lions,oklahoma-sooners,usc-trojans,colorado-buffaloes,oklahoma-state-cowboys,florida-gators,louisville-cardinals,florida-state-seminoles,nebraska-cornhuskers,west-virginia-mountaineers,utah-utes,texas-am-aggies,auburn-tigers,western-michigan-broncos,boise-state-broncos,washington-state-cougars,south-florida-bulls,navy-midshipmen,houston-cougars
andy-greder,2016,13,alabama-crimson-tide,ohio-state-buckeyes,oklahoma-sooners,wisconsin-badgers,washington-huskies,michigan-wolverines,clemson-tigers,oklahoma-state-cowboys,florida-state-seminoles,louisville-cardinals,florida-gators,western-michigan-broncos,lsu-tigers,auburn-tigers,penn-state-nittany-lions,nebraska-cornhuskers,usc-trojans,colorado-buffaloes,texas-am-aggies,houston-cougars,west-virginia-mountaineers,stanford-cardinal,boise-state-broncos,north-carolina-tar-heels,washington-state-cougars
bill-landis,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,washington-huskies,wisconsin-badgers,penn-state-nittany-lions,colorado-buffaloes,oklahoma-sooners,louisville-cardinals,usc-trojans,oklahoma-state-cowboys,auburn-tigers,houston-cougars,florida-state-seminoles,nebraska-cornhuskers,tennessee-volunteers,florida-gators,utah-utes,boise-state-broncos,washington-state-cougars,western-michigan-broncos,texas-am-aggies,stanford-cardinal,west-virginia-mountaineers
bob-asmussen,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,washington-huskies,oklahoma-sooners,oklahoma-state-cowboys,penn-state-nittany-lions,western-michigan-broncos,nebraska-cornhuskers,colorado-buffaloes,florida-gators,houston-cougars,louisville-cardinals,usc-trojans,florida-state-seminoles,boise-state-broncos,auburn-tigers,west-virginia-mountaineers,texas-am-aggies,tennessee-volunteers,washington-state-cougars,south-florida-bulls,navy-midshipmen
brent-axe,2016,13,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,wisconsin-badgers,penn-state-nittany-lions,oklahoma-sooners,usc-trojans,colorado-buffaloes,oklahoma-state-cowboys,houston-cougars,louisville-cardinals,western-michigan-broncos,boise-state-broncos,florida-gators,west-virginia-mountaineers,florida-state-seminoles,auburn-tigers,nebraska-cornhuskers,texas-am-aggies,virginia-tech-hokies,north-carolina-tar-heels,south-florida-bulls,utah-utes
brett-mcmurphy,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,washington-huskies,penn-state-nittany-lions,oklahoma-sooners,colorado-buffaloes,oklahoma-state-cowboys,nebraska-cornhuskers,western-michigan-broncos,louisville-cardinals,auburn-tigers,boise-state-broncos,florida-state-seminoles,florida-gators,west-virginia-mountaineers,washington-state-cougars,stanford-cardinal,south-florida-bulls,utah-utes,houston-cougars,texas-am-aggies,navy-midshipmen
brian-howell,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,colorado-buffaloes,oklahoma-state-cowboys,louisville-cardinals,usc-trojans,western-michigan-broncos,florida-state-seminoles,auburn-tigers,florida-gators,nebraska-cornhuskers,houston-cougars,boise-state-broncos,north-carolina-tar-heels,west-virginia-mountaineers,texas-am-aggies,utah-utes,washington-state-cougars,tennessee-volunteers
chris-murray,2016,13,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,wisconsin-badgers,oklahoma-sooners,penn-state-nittany-lions,colorado-buffaloes,louisville-cardinals,western-michigan-broncos,florida-state-seminoles,oklahoma-state-cowboys,usc-trojans,florida-gators,houston-cougars,utah-utes,auburn-tigers,west-virginia-mountaineers,texas-am-aggies,boise-state-broncos,nebraska-cornhuskers,tennessee-volunteers,stanford-cardinal,washington-state-cougars
chuck-carlton,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,oklahoma-sooners,washington-huskies,colorado-buffaloes,oklahoma-state-cowboys,louisville-cardinals,penn-state-nittany-lions,usc-trojans,western-michigan-broncos,nebraska-cornhuskers,florida-gators,west-virginia-mountaineers,auburn-tigers,texas-am-aggies,houston-cougars,utah-utes,boise-state-broncos,florida-state-seminoles,lsu-tigers,washington-state-cougars,tennessee-volunteers
dana-sulonen,2016,13,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,wisconsin-badgers,oklahoma-sooners,penn-state-nittany-lions,colorado-buffaloes,oklahoma-state-cowboys,louisville-cardinals,usc-trojans,florida-state-seminoles,auburn-tigers,florida-gators,western-michigan-broncos,nebraska-cornhuskers,west-virginia-mountaineers,texas-am-aggies,houston-cougars,utah-utes,boise-state-broncos,tennessee-volunteers,virginia-tech-hokies,washington-state-cougars
dave-southorn,2016,13,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,oklahoma-sooners,wisconsin-badgers,penn-state-nittany-lions,colorado-buffaloes,florida-gators,western-michigan-broncos,louisville-cardinals,oklahoma-state-cowboys,usc-trojans,nebraska-cornhuskers,auburn-tigers,west-virginia-mountaineers,boise-state-broncos,florida-state-seminoles,utah-utes,houston-cougars,stanford-cardinal,texas-am-aggies,south-florida-bulls,navy-midshipmen
david-briggs,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,oklahoma-sooners,wisconsin-badgers,washington-huskies,penn-state-nittany-lions,colorado-buffaloes,houston-cougars,western-michigan-broncos,florida-gators,usc-trojans,louisville-cardinals,oklahoma-state-cowboys,florida-state-seminoles,nebraska-cornhuskers,auburn-tigers,boise-state-broncos,west-virginia-mountaineers,pittsburgh-panthers,utah-utes,navy-midshipmen,washington-state-cougars,virginia-tech-hokies
ed-daigneault,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,wisconsin-badgers,clemson-tigers,washington-huskies,oklahoma-sooners,penn-state-nittany-lions,louisville-cardinals,colorado-buffaloes,auburn-tigers,western-michigan-broncos,oklahoma-state-cowboys,usc-trojans,utah-utes,west-virginia-mountaineers,texas-am-aggies,florida-gators,nebraska-cornhuskers,florida-state-seminoles,houston-cougars,north-carolina-tar-heels,washington-state-cougars,boise-state-broncos,virginia-tech-hokies
ed-johnson,2016,13,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,michigan-wolverines,wisconsin-badgers,oklahoma-sooners,washington-huskies,louisville-cardinals,penn-state-nittany-lions,florida-state-seminoles,usc-trojans,oklahoma-state-cowboys,colorado-buffaloes,florida-gators,nebraska-cornhuskers,auburn-tigers,lsu-tigers,texas-am-aggies,boise-state-broncos,west-virginia-mountaineers,houston-cougars,western-michigan-broncos,tennessee-volunteers,utah-utes,stanford-cardinal
eric-hansen,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,wisconsin-badgers,clemson-tigers,washington-huskies,penn-state-nittany-lions,usc-trojans,oklahoma-sooners,colorado-buffaloes,louisville-cardinals,florida-state-seminoles,western-michigan-broncos,auburn-tigers,houston-cougars,nebraska-cornhuskers,oklahoma-state-cowboys,tennessee-volunteers,florida-gators,texas-am-aggies,utah-utes,stanford-cardinal,west-virginia-mountaineers,virginia-tech-hokies,pittsburgh-panthers
ferd-lewis,2016,13,alabama-crimson-tide,michigan-wolverines,ohio-state-buckeyes,clemson-tigers,wisconsin-badgers,washington-huskies,oklahoma-sooners,penn-state-nittany-lions,colorado-buffaloes,oklahoma-state-cowboys,usc-trojans,houston-cougars,louisville-cardinals,western-michigan-broncos,florida-state-seminoles,auburn-tigers,nebraska-cornhuskers,west-virginia-mountaineers,florida-gators,boise-state-broncos,utah-utes,texas-am-aggies,navy-midshipmen,virginia-tech-hokies,wyoming-cowboys
garland-gillen,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,wisconsin-badgers,clemson-tigers,penn-state-nittany-lions,oklahoma-sooners,usc-trojans,washington-huskies,colorado-buffaloes,western-michigan-broncos,oklahoma-state-cowboys,auburn-tigers,florida-gators,louisville-cardinals,florida-state-seminoles,texas-am-aggies,nebraska-cornhuskers,tennessee-volunteers,west-virginia-mountaineers,houston-cougars,boise-state-broncos,stanford-cardinal,lsu-tigers,arkansas-razorbacks
garry-smits,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,oklahoma-sooners,wisconsin-badgers,penn-state-nittany-lions,washington-huskies,auburn-tigers,western-michigan-broncos,boise-state-broncos,houston-cougars,colorado-buffaloes,louisville-cardinals,florida-state-seminoles,florida-gators,oklahoma-state-cowboys,west-virginia-mountaineers,nebraska-cornhuskers,usc-trojans,south-florida-bulls,navy-midshipmen,virginia-tech-hokies,texas-am-aggies,utah-utes
gary-horowitz,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,wisconsin-badgers,clemson-tigers,washington-huskies,oklahoma-sooners,penn-state-nittany-lions,colorado-buffaloes,usc-trojans,western-michigan-broncos,florida-state-seminoles,auburn-tigers,florida-gators,oklahoma-state-cowboys,houston-cougars,louisville-cardinals,boise-state-broncos,west-virginia-mountaineers,nebraska-cornhuskers,virginia-tech-hokies,utah-utes,north-carolina-tar-heels,stanford-cardinal,tennessee-volunteers
graham-watson,2016,13,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,wisconsin-badgers,penn-state-nittany-lions,oklahoma-sooners,washington-huskies,colorado-buffaloes,usc-trojans,oklahoma-state-cowboys,louisville-cardinals,western-michigan-broncos,florida-state-seminoles,nebraska-cornhuskers,florida-gators,utah-utes,auburn-tigers,west-virginia-mountaineers,boise-state-broncos,texas-am-aggies,houston-cougars,washington-state-cougars,virginia-tech-hokies,north-carolina-tar-heels
jason-galloway,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,washington-huskies,penn-state-nittany-lions,colorado-buffaloes,oklahoma-sooners,louisville-cardinals,western-michigan-broncos,oklahoma-state-cowboys,usc-trojans,florida-gators,auburn-tigers,nebraska-cornhuskers,florida-state-seminoles,lsu-tigers,west-virginia-mountaineers,tennessee-volunteers,washington-state-cougars,houston-cougars,boise-state-broncos,texas-am-aggies,stanford-cardinal
jeff-miller,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,oklahoma-sooners,usc-trojans,washington-huskies,colorado-buffaloes,penn-state-nittany-lions,louisville-cardinals,florida-state-seminoles,western-michigan-broncos,auburn-tigers,florida-gators,boise-state-broncos,west-virginia-mountaineers,oklahoma-state-cowboys,utah-utes,nebraska-cornhuskers,north-carolina-tar-heels,washington-state-cougars,texas-am-aggies,lsu-tigers,houston-cougars
jerry-dipaola,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,washington-huskies,oklahoma-sooners,penn-state-nittany-lions,oklahoma-state-cowboys,colorado-buffaloes,usc-trojans,houston-cougars,louisville-cardinals,florida-state-seminoles,tennessee-volunteers,florida-gators,auburn-tigers,utah-utes,nebraska-cornhuskers,boise-state-broncos,western-michigan-broncos,west-virginia-mountaineers,texas-am-aggies,stanford-cardinal,lsu-tigers
jimmy-burch,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,washington-huskies,wisconsin-badgers,oklahoma-sooners,penn-state-nittany-lions,colorado-buffaloes,oklahoma-state-cowboys,western-michigan-broncos,florida-gators,louisville-cardinals,nebraska-cornhuskers,usc-trojans,houston-cougars,west-virginia-mountaineers,florida-state-seminoles,auburn-tigers,texas-am-aggies,washington-state-cougars,boise-state-broncos,navy-midshipmen,utah-utes,lsu-tigers
joe-dubin,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,colorado-buffaloes,oklahoma-state-cowboys,florida-gators,houston-cougars,louisville-cardinals,western-michigan-broncos,usc-trojans,auburn-tigers,florida-state-seminoles,nebraska-cornhuskers,west-virginia-mountaineers,texas-am-aggies,navy-midshipmen,tennessee-volunteers,virginia-tech-hokies,north-carolina-tar-heels,boise-state-broncos
joe-walljasper,2016,13,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,wisconsin-badgers,oklahoma-sooners,penn-state-nittany-lions,oklahoma-state-cowboys,colorado-buffaloes,usc-trojans,louisville-cardinals,florida-state-seminoles,florida-gators,utah-utes,lsu-tigers,boise-state-broncos,auburn-tigers,west-virginia-mountaineers,houston-cougars,western-michigan-broncos,nebraska-cornhuskers,washington-state-cougars,virginia-tech-hokies,stanford-cardinal
joey-knight,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,oklahoma-sooners,wisconsin-badgers,washington-huskies,penn-state-nittany-lions,usc-trojans,colorado-buffaloes,oklahoma-state-cowboys,florida-gators,houston-cougars,louisville-cardinals,florida-state-seminoles,western-michigan-broncos,auburn-tigers,boise-state-broncos,washington-state-cougars,nebraska-cornhuskers,west-virginia-mountaineers,utah-utes,virginia-tech-hokies,south-florida-bulls,north-carolina-tar-heels
john-clay,2016,13,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,wisconsin-badgers,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,florida-state-seminoles,colorado-buffaloes,usc-trojans,louisville-cardinals,oklahoma-state-cowboys,west-virginia-mountaineers,nebraska-cornhuskers,western-michigan-broncos,florida-gators,auburn-tigers,boise-state-broncos,utah-utes,washington-state-cougars,texas-am-aggies,houston-cougars,stanford-cardinal,navy-midshipmen
