Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2016,1,oklahoma-sooners,clemson-tigers,alabama-crimson-tide,lsu-tigers,ohio-state-buckeyes,florida-state-seminoles,michigan-wolverines,stanford-cardinal,tcu-horned-frogs,michigan-state-spartans,notre-dame-fighting-irish,tennessee-volunteers,baylor-bears,ucla-bruins,iowa-hawkeyes,utah-utes,houston-cougars,san-diego-state-aztecs,ole-miss-rebels,washington-state-cougars,georgia-bulldogs,washington-huskies,florida-gators,oregon-ducks,nebraska-cornhuskers
adam-zucker,2016,1,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,oklahoma-sooners,florida-state-seminoles,lsu-tigers,michigan-wolverines,stanford-cardinal,notre-dame-fighting-irish,ole-miss-rebels,tennessee-volunteers,ucla-bruins,washington-huskies,michigan-state-spartans,oklahoma-state-cowboys,florida-gators,georgia-bulldogs,baylor-bears,usc-trojans,houston-cougars,north-carolina-tar-heels,iowa-hawkeyes,louisville-cardinals,oregon-ducks,san-diego-state-aztecs
andy-greder,2016,1,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,lsu-tigers,florida-state-seminoles,ohio-state-buckeyes,michigan-wolverines,stanford-cardinal,tennessee-volunteers,notre-dame-fighting-irish,michigan-state-spartans,ole-miss-rebels,tcu-horned-frogs,north-carolina-tar-heels,oklahoma-state-cowboys,houston-cougars,iowa-hawkeyes,oregon-ducks,baylor-bears,florida-gators,georgia-bulldogs,usc-trojans,washington-huskies,louisville-cardinals,ucla-bruins
bill-landis,2016,1,alabama-crimson-tide,clemson-tigers,florida-state-seminoles,lsu-tigers,oklahoma-sooners,ohio-state-buckeyes,michigan-wolverines,tennessee-volunteers,notre-dame-fighting-irish,tcu-horned-frogs,stanford-cardinal,louisville-cardinals,iowa-hawkeyes,houston-cougars,ole-miss-rebels,michigan-state-spartans,ucla-bruins,texas-am-aggies,washington-huskies,oklahoma-state-cowboys,usc-trojans,miami-fl-hurricanes,florida-gators,north-carolina-tar-heels,utah-utes
bob-asmussen,2016,1,oklahoma-sooners,clemson-tigers,alabama-crimson-tide,lsu-tigers,ohio-state-buckeyes,michigan-wolverines,stanford-cardinal,florida-state-seminoles,michigan-state-spartans,notre-dame-fighting-irish,tennessee-volunteers,houston-cougars,washington-huskies,georgia-bulldogs,ole-miss-rebels,ucla-bruins,louisville-cardinals,florida-gators,tcu-horned-frogs,iowa-hawkeyes,baylor-bears,usc-trojans,oklahoma-state-cowboys,oregon-ducks,north-carolina-tar-heels
brent-axe,2016,1,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,lsu-tigers,florida-state-seminoles,tennessee-volunteers,tcu-horned-frogs,michigan-wolverines,ohio-state-buckeyes,notre-dame-fighting-irish,washington-huskies,stanford-cardinal,ucla-bruins,iowa-hawkeyes,michigan-state-spartans,louisville-cardinals,houston-cougars,usc-trojans,ole-miss-rebels,utah-utes,miami-fl-hurricanes,baylor-bears,georgia-bulldogs,florida-gators,oklahoma-state-cowboys
brett-mcmurphy,2016,1,alabama-crimson-tide,florida-state-seminoles,oklahoma-sooners,clemson-tigers,lsu-tigers,stanford-cardinal,ohio-state-buckeyes,notre-dame-fighting-irish,washington-huskies,tennessee-volunteers,ole-miss-rebels,michigan-wolverines,north-carolina-tar-heels,louisville-cardinals,tcu-horned-frogs,houston-cougars,ucla-bruins,oklahoma-state-cowboys,michigan-state-spartans,usc-trojans,georgia-bulldogs,oregon-ducks,san-diego-state-aztecs,miami-fl-hurricanes,texas-longhorns
brian-howell,2016,1,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,florida-state-seminoles,lsu-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,michigan-wolverines,tennessee-volunteers,stanford-cardinal,tcu-horned-frogs,ole-miss-rebels,ucla-bruins,michigan-state-spartans,washington-huskies,baylor-bears,miami-fl-hurricanes,houston-cougars,usc-trojans,san-diego-state-aztecs,georgia-bulldogs,iowa-hawkeyes,louisville-cardinals,north-carolina-tar-heels,oklahoma-state-cowboys
chris-murray,2016,1,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,florida-state-seminoles,notre-dame-fighting-irish,ohio-state-buckeyes,lsu-tigers,stanford-cardinal,michigan-wolverines,tcu-horned-frogs,ole-miss-rebels,tennessee-volunteers,ucla-bruins,michigan-state-spartans,houston-cougars,louisville-cardinals,utah-utes,washington-huskies,iowa-hawkeyes,oklahoma-state-cowboys,georgia-bulldogs,north-carolina-tar-heels,usc-trojans,baylor-bears,san-diego-state-aztecs
chuck-carlton,2016,1,alabama-crimson-tide,florida-state-seminoles,clemson-tigers,oklahoma-sooners,lsu-tigers,michigan-wolverines,ohio-state-buckeyes,tcu-horned-frogs,notre-dame-fighting-irish,tennessee-volunteers,stanford-cardinal,houston-cougars,michigan-state-spartans,iowa-hawkeyes,oklahoma-state-cowboys,louisville-cardinals,north-carolina-tar-heels,ucla-bruins,washington-huskies,georgia-bulldogs,baylor-bears,ole-miss-rebels,texas-am-aggies,utah-utes,washington-state-cougars
