Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2016,11,alabama-crimson-tide,clemson-tigers,michigan-wolverines,washington-huskies,louisville-cardinals,ohio-state-buckeyes,wisconsin-badgers,oklahoma-sooners,auburn-tigers,west-virginia-mountaineers,utah-utes,colorado-buffaloes,texas-am-aggies,nebraska-cornhuskers,western-michigan-broncos,lsu-tigers,washington-state-cougars,florida-gators,penn-state-nittany-lions,boise-state-broncos,florida-state-seminoles,north-carolina-tar-heels,virginia-tech-hokies,usc-trojans,oklahoma-state-cowboys
adam-zucker,2016,11,alabama-crimson-tide,michigan-wolverines,clemson-tigers,washington-huskies,louisville-cardinals,ohio-state-buckeyes,wisconsin-badgers,auburn-tigers,florida-gators,west-virginia-mountaineers,texas-am-aggies,utah-utes,florida-state-seminoles,penn-state-nittany-lions,lsu-tigers,oklahoma-sooners,virginia-tech-hokies,colorado-buffaloes,nebraska-cornhuskers,western-michigan-broncos,north-carolina-tar-heels,oklahoma-state-cowboys,washington-state-cougars,troy-trojans,boise-state-broncos
andy-greder,2016,11,alabama-crimson-tide,michigan-wolverines,clemson-tigers,washington-huskies,ohio-state-buckeyes,louisville-cardinals,wisconsin-badgers,oklahoma-sooners,auburn-tigers,oklahoma-state-cowboys,lsu-tigers,florida-state-seminoles,texas-am-aggies,utah-utes,western-michigan-broncos,florida-gators,nebraska-cornhuskers,north-carolina-tar-heels,colorado-buffaloes,penn-state-nittany-lions,west-virginia-mountaineers,washington-state-cougars,virginia-tech-hokies,boise-state-broncos,san-diego-state-aztecs
bill-landis,2016,11,alabama-crimson-tide,clemson-tigers,michigan-wolverines,washington-huskies,ohio-state-buckeyes,louisville-cardinals,wisconsin-badgers,auburn-tigers,penn-state-nittany-lions,colorado-buffaloes,utah-utes,oklahoma-sooners,lsu-tigers,texas-am-aggies,west-virginia-mountaineers,western-michigan-broncos,north-carolina-tar-heels,nebraska-cornhuskers,boise-state-broncos,virginia-tech-hokies,oklahoma-state-cowboys,washington-state-cougars,arkansas-razorbacks,san-diego-state-aztecs,florida-gators
bob-asmussen,2016,11,alabama-crimson-tide,michigan-wolverines,clemson-tigers,washington-huskies,louisville-cardinals,ohio-state-buckeyes,wisconsin-badgers,oklahoma-sooners,auburn-tigers,oklahoma-state-cowboys,western-michigan-broncos,west-virginia-mountaineers,penn-state-nittany-lions,nebraska-cornhuskers,texas-am-aggies,colorado-buffaloes,florida-gators,north-carolina-tar-heels,virginia-tech-hokies,washington-state-cougars,florida-state-seminoles,houston-cougars,utah-utes,boise-state-broncos,lsu-tigers
brent-axe,2016,11,alabama-crimson-tide,michigan-wolverines,clemson-tigers,washington-huskies,louisville-cardinals,ohio-state-buckeyes,wisconsin-badgers,auburn-tigers,oklahoma-sooners,oklahoma-state-cowboys,west-virginia-mountaineers,texas-am-aggies,western-michigan-broncos,boise-state-broncos,washington-state-cougars,penn-state-nittany-lions,virginia-tech-hokies,colorado-buffaloes,utah-utes,north-carolina-tar-heels,arkansas-razorbacks,florida-gators,lsu-tigers,baylor-bears,san-diego-state-aztecs
brett-mcmurphy,2016,11,alabama-crimson-tide,clemson-tigers,michigan-wolverines,washington-huskies,louisville-cardinals,ohio-state-buckeyes,wisconsin-badgers,auburn-tigers,oklahoma-sooners,penn-state-nittany-lions,west-virginia-mountaineers,colorado-buffaloes,utah-utes,texas-am-aggies,nebraska-cornhuskers,western-michigan-broncos,washington-state-cougars,virginia-tech-hokies,oklahoma-state-cowboys,lsu-tigers,boise-state-broncos,florida-state-seminoles,usc-trojans,arkansas-razorbacks,florida-gators
brian-howell,2016,11,alabama-crimson-tide,michigan-wolverines,washington-huskies,clemson-tigers,ohio-state-buckeyes,louisville-cardinals,wisconsin-badgers,oklahoma-sooners,auburn-tigers,texas-am-aggies,north-carolina-tar-heels,penn-state-nittany-lions,oklahoma-state-cowboys,west-virginia-mountaineers,utah-utes,colorado-buffaloes,florida-state-seminoles,washington-state-cougars,western-michigan-broncos,arkansas-razorbacks,usc-trojans,florida-gators,lsu-tigers,nebraska-cornhuskers,baylor-bears
chris-murray,2016,11,alabama-crimson-tide,clemson-tigers,michigan-wolverines,washington-huskies,ohio-state-buckeyes,louisville-cardinals,wisconsin-badgers,auburn-tigers,oklahoma-sooners,texas-am-aggies,west-virginia-mountaineers,utah-utes,florida-gators,western-michigan-broncos,florida-state-seminoles,colorado-buffaloes,lsu-tigers,virginia-tech-hokies,north-carolina-tar-heels,oklahoma-state-cowboys,boise-state-broncos,baylor-bears,penn-state-nittany-lions,nebraska-cornhuskers,san-diego-state-aztecs
chuck-carlton,2016,11,alabama-crimson-tide,michigan-wolverines,clemson-tigers,washington-huskies,ohio-state-buckeyes,louisville-cardinals,wisconsin-badgers,auburn-tigers,oklahoma-sooners,oklahoma-state-cowboys,west-virginia-mountaineers,texas-am-aggies,colorado-buffaloes,utah-utes,western-michigan-broncos,nebraska-cornhuskers,north-carolina-tar-heels,penn-state-nittany-lions,lsu-tigers,virginia-tech-hokies,boise-state-broncos,washington-state-cougars,florida-state-seminoles,san-diego-state-aztecs,florida-gators
