Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2016,8,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,texas-am-aggies,louisville-cardinals,nebraska-cornhuskers,baylor-bears,wisconsin-badgers,arkansas-razorbacks,florida-state-seminoles,west-virginia-mountaineers,houston-cougars,florida-gators,boise-state-broncos,utah-utes,tennessee-volunteers,oklahoma-sooners,ole-miss-rebels,virginia-tech-hokies,north-carolina-tar-heels,western-michigan-broncos,navy-midshipmen,auburn-tigers
adam-zucker,2016,8,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,washington-huskies,clemson-tigers,louisville-cardinals,texas-am-aggies,wisconsin-badgers,baylor-bears,nebraska-cornhuskers,houston-cougars,oklahoma-sooners,florida-state-seminoles,arkansas-razorbacks,west-virginia-mountaineers,miami-fl-hurricanes,tennessee-volunteers,boise-state-broncos,utah-utes,washington-state-cougars,colorado-buffaloes,florida-gators,ole-miss-rebels,western-michigan-broncos,navy-midshipmen
andy-greder,2016,8,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,washington-huskies,louisville-cardinals,texas-am-aggies,wisconsin-badgers,nebraska-cornhuskers,oklahoma-sooners,baylor-bears,florida-gators,florida-state-seminoles,boise-state-broncos,auburn-tigers,arkansas-razorbacks,ole-miss-rebels,tennessee-volunteers,utah-utes,houston-cougars,oklahoma-state-cowboys,west-virginia-mountaineers,western-michigan-broncos,north-carolina-tar-heels,colorado-buffaloes
bill-landis,2016,8,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,louisville-cardinals,washington-huskies,texas-am-aggies,wisconsin-badgers,baylor-bears,tennessee-volunteers,nebraska-cornhuskers,houston-cougars,florida-state-seminoles,florida-gators,west-virginia-mountaineers,western-michigan-broncos,boise-state-broncos,arkansas-razorbacks,utah-utes,north-carolina-tar-heels,ole-miss-rebels,south-florida-bulls,san-diego-state-aztecs,colorado-buffaloes,auburn-tigers
bob-asmussen,2016,8,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,washington-huskies,texas-am-aggies,louisville-cardinals,nebraska-cornhuskers,baylor-bears,wisconsin-badgers,florida-gators,west-virginia-mountaineers,houston-cougars,oklahoma-sooners,navy-midshipmen,boise-state-broncos,florida-state-seminoles,arkansas-razorbacks,tennessee-volunteers,western-michigan-broncos,utah-utes,auburn-tigers,colorado-buffaloes,north-carolina-tar-heels,miami-fl-hurricanes
brent-axe,2016,8,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,texas-am-aggies,louisville-cardinals,nebraska-cornhuskers,baylor-bears,boise-state-broncos,florida-gators,west-virginia-mountaineers,wisconsin-badgers,tennessee-volunteers,navy-midshipmen,houston-cougars,utah-utes,florida-state-seminoles,oklahoma-sooners,arkansas-razorbacks,western-michigan-broncos,north-carolina-tar-heels,washington-state-cougars,auburn-tigers,colorado-buffaloes
brett-mcmurphy,2016,8,alabama-crimson-tide,ohio-state-buckeyes,washington-huskies,clemson-tigers,texas-am-aggies,michigan-wolverines,louisville-cardinals,nebraska-cornhuskers,baylor-bears,wisconsin-badgers,west-virginia-mountaineers,boise-state-broncos,florida-state-seminoles,utah-utes,tennessee-volunteers,florida-gators,houston-cougars,oklahoma-sooners,arkansas-razorbacks,western-michigan-broncos,washington-state-cougars,navy-midshipmen,auburn-tigers,colorado-buffaloes,south-florida-bulls
brian-howell,2016,8,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,michigan-wolverines,washington-huskies,louisville-cardinals,texas-am-aggies,baylor-bears,oklahoma-sooners,nebraska-cornhuskers,wisconsin-badgers,florida-state-seminoles,boise-state-broncos,florida-gators,houston-cougars,arkansas-razorbacks,auburn-tigers,tennessee-volunteers,west-virginia-mountaineers,utah-utes,ole-miss-rebels,north-carolina-tar-heels,miami-fl-hurricanes,western-michigan-broncos,colorado-buffaloes
chris-murray,2016,8,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,texas-am-aggies,washington-huskies,louisville-cardinals,baylor-bears,nebraska-cornhuskers,wisconsin-badgers,florida-gators,arkansas-razorbacks,boise-state-broncos,houston-cougars,oklahoma-sooners,florida-state-seminoles,west-virginia-mountaineers,utah-utes,tennessee-volunteers,western-michigan-broncos,navy-midshipmen,ole-miss-rebels,auburn-tigers,colorado-buffaloes,lsu-tigers
chuck-carlton,2016,8,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,washington-huskies,texas-am-aggies,clemson-tigers,louisville-cardinals,baylor-bears,nebraska-cornhuskers,wisconsin-badgers,west-virginia-mountaineers,houston-cougars,oklahoma-sooners,florida-state-seminoles,boise-state-broncos,utah-utes,arkansas-razorbacks,tennessee-volunteers,florida-gators,ole-miss-rebels,auburn-tigers,oklahoma-state-cowboys,colorado-buffaloes,western-michigan-broncos,north-carolina-tar-heels
dana-sulonen,2016,8,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,washington-huskies,texas-am-aggies,louisville-cardinals,baylor-bears,west-virginia-mountaineers,wisconsin-badgers,nebraska-cornhuskers,boise-state-broncos,houston-cougars,florida-gators,florida-state-seminoles,oklahoma-sooners,tennessee-volunteers,utah-utes,arkansas-razorbacks,ole-miss-rebels,auburn-tigers,western-michigan-broncos,north-carolina-tar-heels,miami-fl-hurricanes,colorado-buffaloes
dave-southorn,2016,8,alabama-crimson-tide,ohio-state-buckeyes,michigan-wolverines,clemson-tigers,washington-huskies,texas-am-aggies,louisville-cardinals,nebraska-cornhuskers,wisconsin-badgers,baylor-bears,florida-state-seminoles,arkansas-razorbacks,boise-state-broncos,west-virginia-mountaineers,houston-cougars,florida-gators,oklahoma-sooners,tennessee-volunteers,utah-utes,western-michigan-broncos,auburn-tigers,lsu-tigers,navy-midshipmen,colorado-buffaloes,washington-state-cougars
