PlayerA,PlayerB,A>B,B>A
AcunaJr,Bauer,1,2
AcunaJr,Belt,1,0
AcunaJr,Betts,0,12
AcunaJr,Darvish,0,0
AcunaJr,Freeman,0,12
AcunaJr,Fried,0,0
AcunaJr,Goldschmidt,1,1
AcunaJr,Happ,0,0
AcunaJr,Machado,0,12
AcunaJr,Myers,0,0
AcunaJr,Ozuna,0,12
AcunaJr,Seager,1,4
AcunaJr,Smith,0,1
AcunaJr,Soto,0,10
AcunaJr,Story,1,2
AcunaJr,Swanson,0,0
AcunaJr,Tatis,1,11
AcunaJr,Tepera,0,0
AcunaJr,Turner,2,10
AcunaJr,Williams,1,0
AcunaJr,Yastrzemski,0,10
Bauer,Belt,0,0
Bauer,Betts,0,12
Bauer,Darvish,3,1
Bauer,Freeman,0,12
Bauer,Fried,1,0
Bauer,Goldschmidt,0,0
Bauer,Happ,0,0
Bauer,Machado,0,12
Bauer,Myers,0,0
Bauer,Ozuna,1,11
Bauer,Seager,1,1
Bauer,Smith,2,2
Bauer,Soto,2,10
Bauer,Story,1,1
Bauer,Swanson,0,0
Bauer,Tatis,0,12
Bauer,Tepera,1,0
Bauer,Turner,4,7
Bauer,Williams,0,0
Bauer,Yastrzemski,2,6
Belt,Betts,0,1
Belt,Darvish,0,0
Belt,Freeman,0,1
Belt,Fried,0,0
Belt,Goldschmidt,0,0
Belt,Happ,0,0
Belt,Machado,0,1
Belt,Myers,0,0
Belt,Ozuna,0,1
Belt,Seager,0,0
Belt,Smith,0,0
Belt,Soto,0,1
Belt,Story,0,0
Belt,Swanson,0,0
Belt,Tatis,0,1
Belt,Tepera,0,0
Belt,Turner,1,0
Belt,Williams,0,0
Belt,Yastrzemski,0,1
Betts,Darvish,6,0
Betts,Freeman,2,28
Betts,Fried,1,0
Betts,Goldschmidt,3,0
Betts,Happ,1,0
Betts,Machado,26,4
Betts,Myers,1,0
Betts,Ozuna,29,1
Betts,Seager,15,0
Betts,Smith,8,0
Betts,Soto,25,3
Betts,Story,8,0
Betts,Swanson,1,0
Betts,Tatis,27,3
Betts,Tepera,1,0
Betts,Turner,26,1
Betts,Williams,1,0
Betts,Yastrzemski,24,0
Darvish,Freeman,0,6
Darvish,Fried,0,0
Darvish,Goldschmidt,0,0
Darvish,Happ,0,0
Darvish,Machado,0,6
Darvish,Myers,1,0
Darvish,Ozuna,0,6
Darvish,Seager,1,2
Darvish,Smith,1,1
Darvish,Soto,0,6
Darvish,Story,0,0
Darvish,Swanson,0,0
Darvish,Tatis,0,6
Darvish,Tepera,1,0
Darvish,Turner,2,2
Darvish,Williams,0,0
Darvish,Yastrzemski,1,2
Freeman,Fried,1,0
Freeman,Goldschmidt,3,0
Freeman,Happ,1,0
Freeman,Machado,30,0
Freeman,Myers,1,0
Freeman,Ozuna,30,0
Freeman,Seager,15,0
Freeman,Smith,8,0
Freeman,Soto,28,0
Freeman,Story,8,0
Freeman,Swanson,1,0
Freeman,Tatis,30,0
Freeman,Tepera,1,0
Freeman,Turner,27,0
Freeman,Williams,1,0
Freeman,Yastrzemski,24,0
Fried,Goldschmidt,0,0
Fried,Happ,0,0
Fried,Machado,0,1
Fried,Myers,0,0
Fried,Ozuna,0,1
Fried,Seager,0,0
Fried,Smith,0,0
Fried,Soto,0,1
Fried,Story,0,0
Fried,Swanson,0,0
Fried,Tatis,0,1
Fried,Tepera,0,0
Fried,Turner,0,1
Fried,Williams,0,0
Fried,Yastrzemski,0,1
Goldschmidt,Happ,1,0
Goldschmidt,Machado,0,3
Goldschmidt,Myers,0,0
Goldschmidt,Ozuna,0,3
Goldschmidt,Seager,1,1
Goldschmidt,Smith,0,0
Goldschmidt,Soto,0,1
Goldschmidt,Story,1,1
Goldschmidt,Swanson,0,0
Goldschmidt,Tatis,1,2
Goldschmidt,Tepera,0,0
Goldschmidt,Turner,0,2
Goldschmidt,Williams,1,0
Goldschmidt,Yastrzemski,0,1
Happ,Machado,0,1
Happ,Myers,0,0
Happ,Ozuna,0,1
Happ,Seager,0,1
Happ,Smith,0,0
Happ,Soto,0,1
Happ,Story,0,1
Happ,Swanson,0,0
Happ,Tatis,0,1
Happ,Tepera,0,0
Happ,Turner,0,0
Happ,Williams,0,0
Happ,Yastrzemski,0,0
Machado,Myers,1,0
Machado,Ozuna,25,5
Machado,Seager,15,0
Machado,Smith,8,0
Machado,Soto,22,6
Machado,Story,8,0
Machado,Swanson,1,0
Machado,Tatis,20,10
Machado,Tepera,1,0
Machado,Turner,26,1
Machado,Williams,1,0
Machado,Yastrzemski,23,1
Myers,Ozuna,0,1
Myers,Seager,1,0
Myers,Smith,0,0
Myers,Soto,0,1
Myers,Story,0,0
Myers,Swanson,0,0
Myers,Tatis,0,1
Myers,Tepera,0,0
Myers,Turner,0,0
Myers,Williams,0,0
Myers,Yastrzemski,0,1
Ozuna,Seager,15,0
Ozuna,Smith,8,0
Ozuna,Soto,8,20
Ozuna,Story,8,0
Ozuna,Swanson,1,0
Ozuna,Tatis,7,23
Ozuna,Tepera,1,0
Ozuna,Turner,25,2
Ozuna,Williams,1,0
Ozuna,Yastrzemski,21,3
Seager,Smith,2,1
Seager,Soto,2,12
Seager,Story,2,2
Seager,Swanson,1,0
Seager,Tatis,1,14
Seager,Tepera,1,0
Seager,Turner,5,7
Seager,Williams,0,0
Seager,Yastrzemski,5,6
Smith,Soto,0,8
Smith,Story,0,0
Smith,Swanson,0,0
Smith,Tatis,0,8
Smith,Tepera,0,0
Smith,Turner,1,7
Smith,Williams,0,0
Smith,Yastrzemski,2,4
Soto,Story,7,0
Soto,Swanson,1,0
Soto,Tatis,9,19
Soto,Tepera,1,0
Soto,Turner,25,0
Soto,Williams,0,0
Soto,Yastrzemski,21,2
Story,Swanson,0,0
Story,Tatis,1,7
Story,Tepera,0,0
Story,Turner,4,3
Story,Williams,0,0
Story,Yastrzemski,3,3
Swanson,Tatis,0,1
Swanson,Tepera,0,0
Swanson,Turner,0,1
Swanson,Williams,0,0
Swanson,Yastrzemski,0,1
Tatis,Tepera,1,0
Tatis,Turner,25,2
Tatis,Williams,1,0
Tatis,Yastrzemski,24,0
Tepera,Turner,0,0
Tepera,Williams,0,0
Tepera,Yastrzemski,0,0
Turner,Williams,1,0
Turner,Yastrzemski,9,14
Williams,Yastrzemski,0,1
