Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-cole,2023,7,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,oklahoma-sooners,washington-huskies,oregon-ducks,penn-state-nittany-lions,texas-longhorns,alabama-crimson-tide,north-carolina-tar-heels,ole-miss-rebels,louisville-cardinals,usc-trojans,notre-dame-fighting-irish,washington-state-cougars,duke-blue-devils,oregon-state-beavers,kansas-jayhawks,kentucky-wildcats,tennessee-volunteers,ucla-bruins,miami-fl-hurricanes,utah-utes,air-force-falcons
adam-zucker,2023,7,georgia-bulldogs,michigan-wolverines,washington-huskies,penn-state-nittany-lions,ohio-state-buckeyes,oklahoma-sooners,florida-state-seminoles,oregon-ducks,north-carolina-tar-heels,texas-longhorns,usc-trojans,alabama-crimson-tide,oregon-state-beavers,utah-utes,ucla-bruins,washington-state-cougars,louisville-cardinals,ole-miss-rebels,duke-blue-devils,tennessee-volunteers,lsu-tigers,tulane-green-wave,maryland-terrapins,wyoming-cowboys,notre-dame-fighting-irish
amie-just,2023,7,michigan-wolverines,georgia-bulldogs,ohio-state-buckeyes,florida-state-seminoles,oklahoma-sooners,penn-state-nittany-lions,texas-longhorns,washington-huskies,oregon-ducks,usc-trojans,alabama-crimson-tide,north-carolina-tar-heels,oregon-state-beavers,louisville-cardinals,notre-dame-fighting-irish,ole-miss-rebels,utah-utes,duke-blue-devils,ucla-bruins,washington-state-cougars,tennessee-volunteers,lsu-tigers,air-force-falcons,miami-fl-hurricanes,kentucky-wildcats
blair-kerkhoff,2023,7,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,penn-state-nittany-lions,oklahoma-sooners,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,usc-trojans,north-carolina-tar-heels,oregon-state-beavers,ole-miss-rebels,louisville-cardinals,utah-utes,duke-blue-devils,lsu-tigers,notre-dame-fighting-irish,ucla-bruins,washington-state-cougars,tennessee-volunteers,kentucky-wildcats,missouri-tigers,kansas-jayhawks
bob-asmussen,2023,7,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,florida-state-seminoles,penn-state-nittany-lions,oklahoma-sooners,washington-huskies,oregon-ducks,alabama-crimson-tide,usc-trojans,texas-longhorns,north-carolina-tar-heels,ole-miss-rebels,louisville-cardinals,oregon-state-beavers,ucla-bruins,utah-utes,tennessee-volunteers,duke-blue-devils,notre-dame-fighting-irish,washington-state-cougars,miami-fl-hurricanes,lsu-tigers,kansas-jayhawks,air-force-falcons
brett-mcmurphy,2023,7,georgia-bulldogs,oklahoma-sooners,florida-state-seminoles,michigan-wolverines,ohio-state-buckeyes,washington-huskies,penn-state-nittany-lions,oregon-ducks,texas-longhorns,alabama-crimson-tide,louisville-cardinals,ole-miss-rebels,north-carolina-tar-heels,usc-trojans,duke-blue-devils,ucla-bruins,washington-state-cougars,oregon-state-beavers,utah-utes,lsu-tigers,tennessee-volunteers,notre-dame-fighting-irish,kentucky-wildcats,wyoming-cowboys,miami-fl-hurricanes
brian-fonseca,2023,7,georgia-bulldogs,michigan-wolverines,penn-state-nittany-lions,ohio-state-buckeyes,florida-state-seminoles,oklahoma-sooners,usc-trojans,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,louisville-cardinals,north-carolina-tar-heels,ole-miss-rebels,washington-state-cougars,oregon-state-beavers,utah-utes,kentucky-wildcats,notre-dame-fighting-irish,ucla-bruins,duke-blue-devils,miami-fl-hurricanes,lsu-tigers,tennessee-volunteers,missouri-tigers
brian-howell,2023,7,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,oklahoma-sooners,usc-trojans,penn-state-nittany-lions,texas-longhorns,alabama-crimson-tide,washington-huskies,oregon-ducks,north-carolina-tar-heels,louisville-cardinals,tennessee-volunteers,oregon-state-beavers,notre-dame-fighting-irish,utah-utes,duke-blue-devils,ole-miss-rebels,miami-fl-hurricanes,ucla-bruins,washington-state-cougars,air-force-falcons,lsu-tigers,missouri-tigers
chad-leistikow,2023,7,georgia-bulldogs,florida-state-seminoles,michigan-wolverines,ohio-state-buckeyes,penn-state-nittany-lions,washington-huskies,oregon-ducks,oklahoma-sooners,texas-longhorns,alabama-crimson-tide,usc-trojans,louisville-cardinals,north-carolina-tar-heels,oregon-state-beavers,ole-miss-rebels,tennessee-volunteers,notre-dame-fighting-irish,duke-blue-devils,washington-state-cougars,utah-utes,ucla-bruins,kansas-jayhawks,lsu-tigers,wisconsin-badgers,air-force-falcons
chris-murray,2023,7,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,florida-state-seminoles,penn-state-nittany-lions,washington-huskies,michigan-wolverines,oregon-ducks,usc-trojans,texas-longhorns,louisville-cardinals,alabama-crimson-tide,north-carolina-tar-heels,ole-miss-rebels,duke-blue-devils,oregon-state-beavers,utah-utes,ucla-bruins,washington-state-cougars,tennessee-volunteers,lsu-tigers,notre-dame-fighting-irish,missouri-tigers,wyoming-cowboys,kentucky-wildcats
