Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-cole,2023,11,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,florida-state-seminoles,washington-huskies,alabama-crimson-tide,oregon-ducks,texas-longhorns,penn-state-nittany-lions,ole-miss-rebels,louisville-cardinals,oregon-state-beavers,missouri-tigers,oklahoma-state-cowboys,lsu-tigers,kansas-jayhawks,tennessee-volunteers,utah-utes,oklahoma-sooners,tulane-green-wave,southern-methodist-mustangs,kansas-state-wildcats,liberty-flames,james-madison-dukes,fresno-state-bulldogs
adam-zucker,2023,11,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,florida-state-seminoles,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,ole-miss-rebels,penn-state-nittany-lions,louisville-cardinals,tennessee-volunteers,lsu-tigers,missouri-tigers,oregon-state-beavers,utah-utes,tulane-green-wave,oklahoma-state-cowboys,kansas-jayhawks,oklahoma-sooners,notre-dame-fighting-irish,usc-trojans,arizona-wildcats,james-madison-dukes,air-force-falcons
amie-just,2023,11,michigan-wolverines,georgia-bulldogs,ohio-state-buckeyes,florida-state-seminoles,washington-huskies,oregon-ducks,alabama-crimson-tide,penn-state-nittany-lions,texas-longhorns,ole-miss-rebels,louisville-cardinals,utah-utes,oregon-state-beavers,tulane-green-wave,james-madison-dukes,oklahoma-state-cowboys,lsu-tigers,missouri-tigers,tennessee-volunteers,notre-dame-fighting-irish,kansas-jayhawks,oklahoma-sooners,kansas-state-wildcats,liberty-flames,arizona-wildcats
blair-kerkhoff,2023,11,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,penn-state-nittany-lions,ole-miss-rebels,louisville-cardinals,oregon-state-beavers,utah-utes,tennessee-volunteers,lsu-tigers,missouri-tigers,oklahoma-state-cowboys,oklahoma-sooners,air-force-falcons,kansas-jayhawks,tulane-green-wave,north-carolina-tar-heels,fresno-state-bulldogs,notre-dame-fighting-irish,james-madison-dukes
bob-asmussen,2023,11,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,florida-state-seminoles,washington-huskies,texas-longhorns,alabama-crimson-tide,oregon-ducks,ole-miss-rebels,penn-state-nittany-lions,louisville-cardinals,tennessee-volunteers,tulane-green-wave,oklahoma-state-cowboys,oregon-state-beavers,kansas-jayhawks,oklahoma-sooners,lsu-tigers,missouri-tigers,james-madison-dukes,utah-utes,notre-dame-fighting-irish,fresno-state-bulldogs,toledo-rockets,kansas-state-wildcats
brett-mcmurphy,2023,11,ohio-state-buckeyes,georgia-bulldogs,florida-state-seminoles,michigan-wolverines,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,ole-miss-rebels,penn-state-nittany-lions,louisville-cardinals,oregon-state-beavers,utah-utes,lsu-tigers,missouri-tigers,tennessee-volunteers,oklahoma-state-cowboys,kansas-jayhawks,oklahoma-sooners,notre-dame-fighting-irish,arizona-wildcats,james-madison-dukes,tulane-green-wave,liberty-flames,toledo-rockets
brian-fonseca,2023,11,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,ole-miss-rebels,penn-state-nittany-lions,louisville-cardinals,oklahoma-state-cowboys,oregon-state-beavers,tennessee-volunteers,utah-utes,lsu-tigers,missouri-tigers,kansas-jayhawks,oklahoma-sooners,james-madison-dukes,tulane-green-wave,arizona-wildcats,kansas-state-wildcats,notre-dame-fighting-irish,liberty-flames
brian-howell,2023,11,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,penn-state-nittany-lions,ole-miss-rebels,louisville-cardinals,tennessee-volunteers,notre-dame-fighting-irish,lsu-tigers,missouri-tigers,kansas-jayhawks,oregon-state-beavers,utah-utes,oklahoma-state-cowboys,oklahoma-sooners,arizona-wildcats,tulane-green-wave,north-carolina-tar-heels,ucla-bruins,james-madison-dukes
chad-leistikow,2023,11,georgia-bulldogs,florida-state-seminoles,michigan-wolverines,ohio-state-buckeyes,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,penn-state-nittany-lions,ole-miss-rebels,louisville-cardinals,missouri-tigers,oklahoma-state-cowboys,oklahoma-sooners,tennessee-volunteers,utah-utes,lsu-tigers,oregon-state-beavers,notre-dame-fighting-irish,kansas-jayhawks,tulane-green-wave,james-madison-dukes,arizona-wildcats,kansas-state-wildcats,fresno-state-bulldogs
chris-murray,2023,11,georgia-bulldogs,ohio-state-buckeyes,washington-huskies,florida-state-seminoles,michigan-wolverines,oregon-ducks,texas-longhorns,alabama-crimson-tide,ole-miss-rebels,penn-state-nittany-lions,louisville-cardinals,utah-utes,tennessee-volunteers,kansas-jayhawks,oregon-state-beavers,missouri-tigers,oklahoma-state-cowboys,oklahoma-sooners,tulane-green-wave,lsu-tigers,james-madison-dukes,liberty-flames,arizona-wildcats,notre-dame-fighting-irish,fresno-state-bulldogs
chuck-landon,2023,11,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,florida-state-seminoles,washington-huskies,oregon-ducks,alabama-crimson-tide,ole-miss-rebels,penn-state-nittany-lions,texas-longhorns,oklahoma-sooners,louisville-cardinals,utah-utes,oregon-state-beavers,tennessee-volunteers,oklahoma-state-cowboys,usc-trojans,kansas-jayhawks,james-madison-dukes,missouri-tigers,notre-dame-fighting-irish,tulane-green-wave,lsu-tigers,west-virginia-mountaineers,clemson-tigers
colten-bartholomew,2023,11,michigan-wolverines,georgia-bulldogs,ohio-state-buckeyes,florida-state-seminoles,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,penn-state-nittany-lions,ole-miss-rebels,utah-utes,louisville-cardinals,tennessee-volunteers,oklahoma-sooners,oregon-state-beavers,missouri-tigers,kansas-jayhawks,lsu-tigers,notre-dame-fighting-irish,oklahoma-state-cowboys,tulane-green-wave,james-madison-dukes,north-carolina-tar-heels,usc-trojans,arizona-wildcats
creg-stephenson,2023,11,michigan-wolverines,georgia-bulldogs,ohio-state-buckeyes,florida-state-seminoles,washington-huskies,texas-longhorns,alabama-crimson-tide,oregon-ducks,penn-state-nittany-lions,ole-miss-rebels,louisville-cardinals,oregon-state-beavers,utah-utes,tennessee-volunteers,oklahoma-state-cowboys,oklahoma-sooners,notre-dame-fighting-irish,lsu-tigers,missouri-tigers,james-madison-dukes,tulane-green-wave,kansas-jayhawks,arizona-wildcats,fresno-state-bulldogs,liberty-flames
