Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-cole,2023,17,michigan-wolverines,washington-huskies,texas-longhorns,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,missouri-tigers,ole-miss-rebels,ohio-state-buckeyes,arizona-wildcats,florida-state-seminoles,notre-dame-fighting-irish,lsu-tigers,penn-state-nittany-lions,oklahoma-state-cowboys,oklahoma-sooners,kansas-state-wildcats,tennessee-volunteers,clemson-tigers,louisville-cardinals,kansas-jayhawks,north-carolina-state-wolfpack,usc-trojans,west-virginia-mountaineers,southern-methodist-mustangs
adam-zucker,2023,17,michigan-wolverines,washington-huskies,texas-longhorns,alabama-crimson-tide,georgia-bulldogs,florida-state-seminoles,missouri-tigers,oregon-ducks,ohio-state-buckeyes,arizona-wildcats,ole-miss-rebels,lsu-tigers,penn-state-nittany-lions,oklahoma-sooners,louisville-cardinals,notre-dame-fighting-irish,tennessee-volunteers,iowa-hawkeyes,clemson-tigers,oklahoma-state-cowboys,southern-methodist-mustangs,james-madison-dukes,liberty-flames,kansas-state-wildcats,north-carolina-state-wolfpack
amie-just,2023,17,michigan-wolverines,washington-huskies,texas-longhorns,alabama-crimson-tide,georgia-bulldogs,florida-state-seminoles,oregon-ducks,missouri-tigers,ole-miss-rebels,ohio-state-buckeyes,arizona-wildcats,notre-dame-fighting-irish,lsu-tigers,penn-state-nittany-lions,oklahoma-sooners,tennessee-volunteers,oklahoma-state-cowboys,kansas-state-wildcats,liberty-flames,louisville-cardinals,southern-methodist-mustangs,north-carolina-state-wolfpack,tulane-green-wave,james-madison-dukes,iowa-hawkeyes
blair-kerkhoff,2023,17,michigan-wolverines,washington-huskies,texas-longhorns,alabama-crimson-tide,georgia-bulldogs,florida-state-seminoles,missouri-tigers,oregon-ducks,ole-miss-rebels,ohio-state-buckeyes,arizona-wildcats,lsu-tigers,notre-dame-fighting-irish,penn-state-nittany-lions,oklahoma-state-cowboys,oklahoma-sooners,tennessee-volunteers,kansas-state-wildcats,clemson-tigers,louisville-cardinals,iowa-hawkeyes,kansas-jayhawks,west-virginia-mountaineers,liberty-flames,southern-methodist-mustangs
bob-asmussen,2023,17,michigan-wolverines,washington-huskies,georgia-bulldogs,florida-state-seminoles,texas-longhorns,alabama-crimson-tide,oregon-ducks,missouri-tigers,ole-miss-rebels,ohio-state-buckeyes,arizona-wildcats,lsu-tigers,penn-state-nittany-lions,notre-dame-fighting-irish,oklahoma-state-cowboys,oklahoma-sooners,clemson-tigers,tennessee-volunteers,louisville-cardinals,kansas-state-wildcats,kansas-jayhawks,air-force-falcons,southern-methodist-mustangs,north-carolina-state-wolfpack,tulane-green-wave
brett-mcmurphy,2023,17,michigan-wolverines,washington-huskies,texas-longhorns,alabama-crimson-tide,georgia-bulldogs,florida-state-seminoles,missouri-tigers,oregon-ducks,ole-miss-rebels,arizona-wildcats,ohio-state-buckeyes,lsu-tigers,notre-dame-fighting-irish,clemson-tigers,oklahoma-state-cowboys,oklahoma-sooners,penn-state-nittany-lions,kansas-state-wildcats,tennessee-volunteers,kansas-jayhawks,north-carolina-state-wolfpack,west-virginia-mountaineers,louisville-cardinals,southern-methodist-mustangs,troy-trojans
brian-fonseca,2023,17,michigan-wolverines,washington-huskies,texas-longhorns,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,ole-miss-rebels,missouri-tigers,florida-state-seminoles,ohio-state-buckeyes,arizona-wildcats,penn-state-nittany-lions,oklahoma-sooners,lsu-tigers,louisville-cardinals,oklahoma-state-cowboys,notre-dame-fighting-irish,tennessee-volunteers,clemson-tigers,southern-methodist-mustangs,tulane-green-wave,kansas-state-wildcats,north-carolina-state-wolfpack,james-madison-dukes,liberty-flames
brian-howell,2023,17,michigan-wolverines,washington-huskies,georgia-bulldogs,texas-longhorns,alabama-crimson-tide,florida-state-seminoles,oregon-ducks,missouri-tigers,ole-miss-rebels,ohio-state-buckeyes,lsu-tigers,arizona-wildcats,notre-dame-fighting-irish,penn-state-nittany-lions,oklahoma-sooners,tennessee-volunteers,oklahoma-state-cowboys,liberty-flames,louisville-cardinals,clemson-tigers,kansas-state-wildcats,southern-methodist-mustangs,tulane-green-wave,north-carolina-state-wolfpack,kansas-jayhawks
chad-leistikow,2023,17,michigan-wolverines,washington-huskies,georgia-bulldogs,texas-longhorns,oregon-ducks,alabama-crimson-tide,missouri-tigers,florida-state-seminoles,ole-miss-rebels,ohio-state-buckeyes,lsu-tigers,arizona-wildcats,notre-dame-fighting-irish,penn-state-nittany-lions,oklahoma-sooners,tennessee-volunteers,clemson-tigers,oklahoma-state-cowboys,kansas-state-wildcats,louisville-cardinals,north-carolina-state-wolfpack,kansas-jayhawks,iowa-hawkeyes,west-virginia-mountaineers,memphis-tigers
chris-murray,2023,17,michigan-wolverines,washington-huskies,georgia-bulldogs,texas-longhorns,alabama-crimson-tide,florida-state-seminoles,oregon-ducks,missouri-tigers,ole-miss-rebels,ohio-state-buckeyes,arizona-wildcats,oklahoma-sooners,lsu-tigers,penn-state-nittany-lions,notre-dame-fighting-irish,louisville-cardinals,oklahoma-state-cowboys,tennessee-volunteers,clemson-tigers,kansas-jayhawks,kansas-state-wildcats,iowa-hawkeyes,west-virginia-mountaineers,liberty-flames,north-carolina-state-wolfpack
chuck-landon,2023,17,michigan-wolverines,washington-huskies,georgia-bulldogs,florida-state-seminoles,texas-longhorns,alabama-crimson-tide,oregon-ducks,missouri-tigers,ohio-state-buckeyes,penn-state-nittany-lions,notre-dame-fighting-irish,ole-miss-rebels,oklahoma-sooners,kansas-state-wildcats,lsu-tigers,arizona-wildcats,louisville-cardinals,southern-methodist-mustangs,kansas-jayhawks,west-virginia-mountaineers,liberty-flames,north-carolina-state-wolfpack,iowa-hawkeyes,tulane-green-wave,james-madison-dukes
colten-bartholomew,2023,17,michigan-wolverines,washington-huskies,alabama-crimson-tide,georgia-bulldogs,texas-longhorns,ohio-state-buckeyes,oregon-ducks,florida-state-seminoles,missouri-tigers,ole-miss-rebels,penn-state-nittany-lions,arizona-wildcats,notre-dame-fighting-irish,lsu-tigers,louisville-cardinals,oklahoma-sooners,tennessee-volunteers,north-carolina-state-wolfpack,oklahoma-state-cowboys,oregon-state-beavers,utah-utes,southern-methodist-mustangs,iowa-hawkeyes,kansas-state-wildcats,tulane-green-wave
creg-stephenson,2023,17,michigan-wolverines,washington-huskies,texas-longhorns,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,missouri-tigers,florida-state-seminoles,ohio-state-buckeyes,ole-miss-rebels,arizona-wildcats,lsu-tigers,notre-dame-fighting-irish,penn-state-nittany-lions,oklahoma-sooners,tennessee-volunteers,north-carolina-state-wolfpack,oklahoma-state-cowboys,west-virginia-mountaineers,louisville-cardinals,clemson-tigers,kansas-state-wildcats,southern-methodist-mustangs,james-madison-dukes,ohio-bobcats
dave-preston,2023,17,michigan-wolverines,washington-huskies,texas-longhorns,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,florida-state-seminoles,missouri-tigers,ole-miss-rebels,ohio-state-buckeyes,penn-state-nittany-lions,lsu-tigers,notre-dame-fighting-irish,arizona-wildcats,oklahoma-state-cowboys,oklahoma-sooners,louisville-cardinals,southern-methodist-mustangs,kansas-state-wildcats,iowa-hawkeyes,west-virginia-mountaineers,north-carolina-state-wolfpack,troy-trojans,miami-oh-redhawks,liberty-flames
dave-reardon,2023,17,michigan-wolverines,washington-huskies,texas-longhorns,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,florida-state-seminoles,penn-state-nittany-lions,arizona-wildcats,missouri-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,lsu-tigers,ole-miss-rebels,oklahoma-state-cowboys,tennessee-volunteers,oklahoma-sooners,kansas-state-wildcats,clemson-tigers,kansas-jayhawks,north-carolina-state-wolfpack,duke-blue-devils,usc-trojans,wyoming-cowboys,louisville-cardinals
david-briggs,2023,17,michigan-wolverines,washington-huskies,alabama-crimson-tide,texas-longhorns,georgia-bulldogs,florida-state-seminoles,oregon-ducks,missouri-tigers,ohio-state-buckeyes,ole-miss-rebels,arizona-wildcats,lsu-tigers,penn-state-nittany-lions,notre-dame-fighting-irish,oklahoma-state-cowboys,oklahoma-sooners,tennessee-volunteers,kansas-state-wildcats,kansas-jayhawks,clemson-tigers,louisville-cardinals,iowa-hawkeyes,liberty-flames,southern-methodist-mustangs,north-carolina-state-wolfpack
