Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-cole,2023,3,georgia-bulldogs,florida-state-seminoles,michigan-wolverines,ohio-state-buckeyes,usc-trojans,notre-dame-fighting-irish,texas-longhorns,alabama-crimson-tide,penn-state-nittany-lions,washington-huskies,tennessee-volunteers,oregon-ducks,kansas-state-wildcats,lsu-tigers,ole-miss-rebels,utah-utes,north-carolina-tar-heels,oklahoma-sooners,oregon-state-beavers,colorado-buffaloes,duke-blue-devils,arkansas-razorbacks,clemson-tigers,kansas-jayhawks,tulane-green-wave
adam-zucker,2023,3,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,texas-longhorns,usc-trojans,penn-state-nittany-lions,washington-huskies,notre-dame-fighting-irish,ohio-state-buckeyes,alabama-crimson-tide,utah-utes,tennessee-volunteers,kansas-state-wildcats,oregon-ducks,ole-miss-rebels,oregon-state-beavers,miami-fl-hurricanes,duke-blue-devils,colorado-buffaloes,oklahoma-sooners,north-carolina-tar-heels,lsu-tigers,washington-state-cougars,cincinnati-bearcats,tulane-green-wave
amie-just,2023,3,georgia-bulldogs,michigan-wolverines,texas-longhorns,florida-state-seminoles,ohio-state-buckeyes,usc-trojans,penn-state-nittany-lions,washington-huskies,tennessee-volunteers,alabama-crimson-tide,notre-dame-fighting-irish,utah-utes,oregon-ducks,kansas-state-wildcats,lsu-tigers,oregon-state-beavers,oklahoma-sooners,north-carolina-tar-heels,ole-miss-rebels,duke-blue-devils,colorado-buffaloes,washington-state-cougars,miami-fl-hurricanes,ucla-bruins,iowa-hawkeyes
blair-kerkhoff,2023,3,georgia-bulldogs,michigan-wolverines,texas-longhorns,florida-state-seminoles,ohio-state-buckeyes,usc-trojans,penn-state-nittany-lions,washington-huskies,notre-dame-fighting-irish,tennessee-volunteers,alabama-crimson-tide,utah-utes,oregon-ducks,lsu-tigers,kansas-state-wildcats,oregon-state-beavers,ole-miss-rebels,oklahoma-sooners,north-carolina-tar-heels,colorado-buffaloes,duke-blue-devils,miami-fl-hurricanes,clemson-tigers,washington-state-cougars,iowa-hawkeyes
bob-asmussen,2023,3,georgia-bulldogs,texas-longhorns,michigan-wolverines,florida-state-seminoles,usc-trojans,penn-state-nittany-lions,ohio-state-buckeyes,notre-dame-fighting-irish,washington-huskies,utah-utes,oregon-ducks,alabama-crimson-tide,tennessee-volunteers,miami-fl-hurricanes,oregon-state-beavers,duke-blue-devils,colorado-buffaloes,kansas-state-wildcats,lsu-tigers,clemson-tigers,ole-miss-rebels,oklahoma-sooners,north-carolina-tar-heels,iowa-hawkeyes,washington-state-cougars
brett-mcmurphy,2023,3,florida-state-seminoles,texas-longhorns,georgia-bulldogs,michigan-wolverines,washington-huskies,penn-state-nittany-lions,usc-trojans,oregon-ducks,ohio-state-buckeyes,alabama-crimson-tide,notre-dame-fighting-irish,oregon-state-beavers,lsu-tigers,tennessee-volunteers,duke-blue-devils,ole-miss-rebels,north-carolina-tar-heels,ucla-bruins,utah-utes,washington-state-cougars,miami-fl-hurricanes,colorado-buffaloes,oklahoma-sooners,kansas-state-wildcats,iowa-hawkeyes
brian-fonseca,2023,3,georgia-bulldogs,michigan-wolverines,texas-longhorns,penn-state-nittany-lions,florida-state-seminoles,usc-trojans,ohio-state-buckeyes,washington-huskies,notre-dame-fighting-irish,tennessee-volunteers,alabama-crimson-tide,utah-utes,oregon-ducks,kansas-state-wildcats,ole-miss-rebels,colorado-buffaloes,oregon-state-beavers,duke-blue-devils,miami-fl-hurricanes,oklahoma-sooners,iowa-hawkeyes,lsu-tigers,north-carolina-tar-heels,washington-state-cougars,ucla-bruins
brian-howell,2023,3,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,texas-longhorns,usc-trojans,ohio-state-buckeyes,penn-state-nittany-lions,alabama-crimson-tide,utah-utes,notre-dame-fighting-irish,washington-huskies,tennessee-volunteers,oregon-ducks,oklahoma-sooners,oregon-state-beavers,kansas-state-wildcats,duke-blue-devils,lsu-tigers,colorado-buffaloes,ole-miss-rebels,north-carolina-tar-heels,miami-fl-hurricanes,clemson-tigers,iowa-hawkeyes,washington-state-cougars
chad-leistikow,2023,3,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,texas-longhorns,usc-trojans,ohio-state-buckeyes,penn-state-nittany-lions,washington-huskies,notre-dame-fighting-irish,tennessee-volunteers,alabama-crimson-tide,lsu-tigers,oregon-ducks,utah-utes,kansas-state-wildcats,oklahoma-sooners,oregon-state-beavers,colorado-buffaloes,duke-blue-devils,ole-miss-rebels,north-carolina-tar-heels,iowa-hawkeyes,miami-fl-hurricanes,washington-state-cougars,ucla-bruins
chris-murray,2023,3,georgia-bulldogs,texas-longhorns,michigan-wolverines,florida-state-seminoles,washington-huskies,penn-state-nittany-lions,usc-trojans,ohio-state-buckeyes,utah-utes,tennessee-volunteers,notre-dame-fighting-irish,oregon-ducks,oregon-state-beavers,alabama-crimson-tide,kansas-state-wildcats,colorado-buffaloes,duke-blue-devils,ole-miss-rebels,north-carolina-tar-heels,washington-state-cougars,lsu-tigers,miami-fl-hurricanes,oklahoma-sooners,iowa-hawkeyes,ucla-bruins
chuck-landon,2023,3,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,usc-trojans,ohio-state-buckeyes,penn-state-nittany-lions,alabama-crimson-tide,washington-huskies,tennessee-volunteers,texas-longhorns,notre-dame-fighting-irish,lsu-tigers,kansas-state-wildcats,utah-utes,oregon-ducks,oregon-state-beavers,oklahoma-sooners,north-carolina-tar-heels,duke-blue-devils,colorado-buffaloes,ole-miss-rebels,clemson-tigers,miami-fl-hurricanes,wisconsin-badgers,tulane-green-wave
colten-bartholomew,2023,3,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,texas-longhorns,usc-trojans,penn-state-nittany-lions,ohio-state-buckeyes,oregon-ducks,alabama-crimson-tide,notre-dame-fighting-irish,tennessee-volunteers,washington-huskies,oregon-state-beavers,utah-utes,colorado-buffaloes,lsu-tigers,tcu-horned-frogs,duke-blue-devils,ole-miss-rebels,kansas-state-wildcats,oklahoma-sooners,clemson-tigers,iowa-hawkeyes,north-carolina-tar-heels,ucla-bruins
creg-stephenson,2023,3,georgia-bulldogs,michigan-wolverines,texas-longhorns,florida-state-seminoles,ohio-state-buckeyes,penn-state-nittany-lions,usc-trojans,alabama-crimson-tide,utah-utes,tennessee-volunteers,notre-dame-fighting-irish,washington-huskies,kansas-state-wildcats,ole-miss-rebels,oregon-ducks,lsu-tigers,north-carolina-tar-heels,oregon-state-beavers,oklahoma-sooners,duke-blue-devils,colorado-buffaloes,clemson-tigers,iowa-hawkeyes,ucla-bruins,tulane-green-wave
dave-preston,2023,3,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,texas-longhorns,penn-state-nittany-lions,usc-trojans,florida-state-seminoles,washington-huskies,utah-utes,tennessee-volunteers,alabama-crimson-tide,notre-dame-fighting-irish,oregon-ducks,ole-miss-rebels,lsu-tigers,oregon-state-beavers,oklahoma-sooners,colorado-buffaloes,kansas-state-wildcats,ucla-bruins,duke-blue-devils,iowa-hawkeyes,washington-state-cougars,miami-fl-hurricanes,north-carolina-tar-heels
dave-reardon,2023,3,texas-longhorns,georgia-bulldogs,florida-state-seminoles,usc-trojans,ohio-state-buckeyes,michigan-wolverines,washington-huskies,penn-state-nittany-lions,alabama-crimson-tide,tennessee-volunteers,notre-dame-fighting-irish,utah-utes,oregon-ducks,oklahoma-sooners,ole-miss-rebels,oregon-state-beavers,lsu-tigers,duke-blue-devils,north-carolina-tar-heels,colorado-buffaloes,kansas-state-wildcats,washington-state-cougars,miami-fl-hurricanes,ucla-bruins,iowa-hawkeyes
david-briggs,2023,3,georgia-bulldogs,florida-state-seminoles,michigan-wolverines,texas-longhorns,ohio-state-buckeyes,penn-state-nittany-lions,usc-trojans,washington-huskies,utah-utes,notre-dame-fighting-irish,lsu-tigers,alabama-crimson-tide,tennessee-volunteers,colorado-buffaloes,oregon-ducks,north-carolina-tar-heels,oregon-state-beavers,duke-blue-devils,kansas-state-wildcats,ole-miss-rebels,washington-state-cougars,oklahoma-sooners,miami-fl-hurricanes,ucla-bruins,iowa-hawkeyes
david-jablonski,2023,3,texas-longhorns,florida-state-seminoles,georgia-bulldogs,michigan-wolverines,usc-trojans,ohio-state-buckeyes,penn-state-nittany-lions,washington-huskies,colorado-buffaloes,alabama-crimson-tide,notre-dame-fighting-irish,utah-utes,duke-blue-devils,tennessee-volunteers,ole-miss-rebels,oregon-ducks,kansas-state-wildcats,washington-state-cougars,miami-fl-hurricanes,oregon-state-beavers,oklahoma-sooners,lsu-tigers,north-carolina-tar-heels,iowa-hawkeyes,ucla-bruins
