adam-cole,2023,12,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,washington-huskies,florida-state-seminoles,alabama-crimson-tide,oregon-ducks,texas-longhorns,missouri-tigers,louisville-cardinals,oregon-state-beavers,oklahoma-sooners,ole-miss-rebels,lsu-tigers,penn-state-nittany-lions,arizona-wildcats,kansas-state-wildcats,tulane-green-wave,north-carolina-tar-heels,iowa-hawkeyes,tennessee-volunteers,kansas-jayhawks,liberty-flames,james-madison-dukes,southern-methodist-mustangs
adam-zucker,2023,12,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,washington-huskies,florida-state-seminoles,oregon-ducks,texas-longhorns,alabama-crimson-tide,louisville-cardinals,missouri-tigers,oregon-state-beavers,penn-state-nittany-lions,ole-miss-rebels,lsu-tigers,utah-utes,tennessee-volunteers,north-carolina-tar-heels,arizona-wildcats,notre-dame-fighting-irish,oklahoma-state-cowboys,kansas-jayhawks,oklahoma-sooners,tulane-green-wave,james-madison-dukes,iowa-hawkeyes
amie-just,2023,12,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,florida-state-seminoles,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,louisville-cardinals,penn-state-nittany-lions,oregon-state-beavers,ole-miss-rebels,tulane-green-wave,lsu-tigers,james-madison-dukes,missouri-tigers,utah-utes,notre-dame-fighting-irish,oklahoma-sooners,kansas-state-wildcats,arizona-wildcats,oklahoma-state-cowboys,north-carolina-tar-heels,liberty-flames,iowa-hawkeyes
blair-kerkhoff,2023,12,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,louisville-cardinals,missouri-tigers,oregon-state-beavers,penn-state-nittany-lions,oklahoma-sooners,ole-miss-rebels,lsu-tigers,utah-utes,tennessee-volunteers,tulane-green-wave,james-madison-dukes,arizona-wildcats,north-carolina-tar-heels,kansas-state-wildcats,iowa-hawkeyes,oklahoma-state-cowboys,liberty-flames
bob-asmussen,2023,12,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,florida-state-seminoles,washington-huskies,texas-longhorns,alabama-crimson-tide,oregon-ducks,louisville-cardinals,oregon-state-beavers,missouri-tigers,penn-state-nittany-lions,oklahoma-sooners,tulane-green-wave,lsu-tigers,ole-miss-rebels,tennessee-volunteers,arizona-wildcats,james-madison-dukes,notre-dame-fighting-irish,utah-utes,oklahoma-state-cowboys,toledo-rockets,kansas-state-wildcats,north-carolina-tar-heels
brett-mcmurphy,2023,12,georgia-bulldogs,ohio-state-buckeyes,florida-state-seminoles,michigan-wolverines,washington-huskies,texas-longhorns,oregon-ducks,alabama-crimson-tide,louisville-cardinals,oregon-state-beavers,missouri-tigers,ole-miss-rebels,lsu-tigers,oklahoma-sooners,utah-utes,arizona-wildcats,penn-state-nittany-lions,notre-dame-fighting-irish,james-madison-dukes,tennessee-volunteers,oklahoma-state-cowboys,kansas-state-wildcats,kansas-jayhawks,liberty-flames,tulane-green-wave
brian-fonseca,2023,12,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,louisville-cardinals,oregon-state-beavers,missouri-tigers,oklahoma-sooners,lsu-tigers,james-madison-dukes,ole-miss-rebels,tulane-green-wave,penn-state-nittany-lions,oklahoma-state-cowboys,tennessee-volunteers,utah-utes,arizona-wildcats,kansas-state-wildcats,liberty-flames,toledo-rockets,kansas-jayhawks
brian-howell,2023,12,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,louisville-cardinals,missouri-tigers,oregon-state-beavers,ole-miss-rebels,lsu-tigers,penn-state-nittany-lions,oklahoma-sooners,notre-dame-fighting-irish,tennessee-volunteers,arizona-wildcats,utah-utes,tulane-green-wave,north-carolina-tar-heels,james-madison-dukes,liberty-flames,iowa-hawkeyes,toledo-rockets
chad-leistikow,2023,12,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,washington-huskies,florida-state-seminoles,oregon-ducks,texas-longhorns,alabama-crimson-tide,louisville-cardinals,oklahoma-sooners,missouri-tigers,penn-state-nittany-lions,oregon-state-beavers,ole-miss-rebels,lsu-tigers,notre-dame-fighting-irish,utah-utes,kansas-state-wildcats,arizona-wildcats,iowa-hawkeyes,tulane-green-wave,james-madison-dukes,north-carolina-tar-heels,tennessee-volunteers,toledo-rockets
chris-murray,2023,12,georgia-bulldogs,washington-huskies,ohio-state-buckeyes,florida-state-seminoles,michigan-wolverines,oregon-ducks,texas-longhorns,alabama-crimson-tide,louisville-cardinals,missouri-tigers,oregon-state-beavers,oklahoma-sooners,ole-miss-rebels,penn-state-nittany-lions,lsu-tigers,utah-utes,tulane-green-wave,arizona-wildcats,tennessee-volunteers,oklahoma-state-cowboys,kansas-jayhawks,james-madison-dukes,liberty-flames,notre-dame-fighting-irish,north-carolina-tar-heels
