Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-cole,2023,14,georgia-bulldogs,washington-huskies,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,oregon-ducks,texas-longhorns,alabama-crimson-tide,missouri-tigers,oklahoma-sooners,ole-miss-rebels,louisville-cardinals,lsu-tigers,arizona-wildcats,penn-state-nittany-lions,notre-dame-fighting-irish,iowa-hawkeyes,north-carolina-state-wolfpack,tulane-green-wave,liberty-flames,oregon-state-beavers,clemson-tigers,southern-methodist-mustangs,oklahoma-state-cowboys,toledo-rockets
adam-zucker,2023,14,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,oregon-ducks,texas-longhorns,alabama-crimson-tide,ohio-state-buckeyes,missouri-tigers,arizona-wildcats,penn-state-nittany-lions,ole-miss-rebels,lsu-tigers,louisville-cardinals,oklahoma-state-cowboys,oklahoma-sooners,notre-dame-fighting-irish,tulane-green-wave,iowa-hawkeyes,oregon-state-beavers,north-carolina-state-wolfpack,tennessee-volunteers,southern-methodist-mustangs,toledo-rockets,clemson-tigers
amie-just,2023,14,michigan-wolverines,georgia-bulldogs,washington-huskies,florida-state-seminoles,ohio-state-buckeyes,oregon-ducks,texas-longhorns,alabama-crimson-tide,penn-state-nittany-lions,missouri-tigers,ole-miss-rebels,oklahoma-sooners,tulane-green-wave,lsu-tigers,arizona-wildcats,louisville-cardinals,notre-dame-fighting-irish,oklahoma-state-cowboys,liberty-flames,james-madison-dukes,iowa-hawkeyes,oregon-state-beavers,toledo-rockets,north-carolina-state-wolfpack,kansas-state-wildcats
blair-kerkhoff,2023,14,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,oregon-ducks,texas-longhorns,ohio-state-buckeyes,alabama-crimson-tide,missouri-tigers,penn-state-nittany-lions,ole-miss-rebels,oklahoma-sooners,lsu-tigers,louisville-cardinals,arizona-wildcats,notre-dame-fighting-irish,tulane-green-wave,iowa-hawkeyes,oklahoma-state-cowboys,north-carolina-state-wolfpack,liberty-flames,oregon-state-beavers,toledo-rockets,tennessee-volunteers,james-madison-dukes
bob-asmussen,2023,14,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,ohio-state-buckeyes,texas-longhorns,oregon-ducks,alabama-crimson-tide,missouri-tigers,penn-state-nittany-lions,ole-miss-rebels,oklahoma-sooners,tulane-green-wave,louisville-cardinals,arizona-wildcats,lsu-tigers,iowa-hawkeyes,notre-dame-fighting-irish,toledo-rockets,oklahoma-state-cowboys,southern-methodist-mustangs,liberty-flames,north-carolina-state-wolfpack,oregon-state-beavers,james-madison-dukes
brett-mcmurphy,2023,14,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,texas-longhorns,oregon-ducks,alabama-crimson-tide,ohio-state-buckeyes,missouri-tigers,ole-miss-rebels,arizona-wildcats,lsu-tigers,oklahoma-sooners,penn-state-nittany-lions,notre-dame-fighting-irish,oklahoma-state-cowboys,louisville-cardinals,iowa-hawkeyes,liberty-flames,tulane-green-wave,north-carolina-state-wolfpack,troy-trojans,clemson-tigers,southern-methodist-mustangs,new-mexico-state-aggies
brian-fonseca,2023,14,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,ohio-state-buckeyes,oregon-ducks,texas-longhorns,alabama-crimson-tide,penn-state-nittany-lions,ole-miss-rebels,oklahoma-sooners,missouri-tigers,arizona-wildcats,louisville-cardinals,tulane-green-wave,lsu-tigers,iowa-hawkeyes,oklahoma-state-cowboys,liberty-flames,oregon-state-beavers,toledo-rockets,southern-methodist-mustangs,notre-dame-fighting-irish,north-carolina-state-wolfpack,james-madison-dukes
brian-howell,2023,14,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,oregon-ducks,ohio-state-buckeyes,texas-longhorns,alabama-crimson-tide,missouri-tigers,ole-miss-rebels,penn-state-nittany-lions,lsu-tigers,oklahoma-sooners,louisville-cardinals,arizona-wildcats,notre-dame-fighting-irish,tulane-green-wave,liberty-flames,iowa-hawkeyes,toledo-rockets,oregon-state-beavers,southern-methodist-mustangs,north-carolina-state-wolfpack,tennessee-volunteers,oklahoma-state-cowboys
chad-leistikow,2023,14,michigan-wolverines,georgia-bulldogs,washington-huskies,oregon-ducks,florida-state-seminoles,texas-longhorns,ohio-state-buckeyes,alabama-crimson-tide,missouri-tigers,penn-state-nittany-lions,oklahoma-sooners,ole-miss-rebels,lsu-tigers,arizona-wildcats,louisville-cardinals,notre-dame-fighting-irish,iowa-hawkeyes,tulane-green-wave,oklahoma-state-cowboys,north-carolina-state-wolfpack,liberty-flames,toledo-rockets,clemson-tigers,oregon-state-beavers,southern-methodist-mustangs
chris-murray,2023,14,georgia-bulldogs,washington-huskies,michigan-wolverines,florida-state-seminoles,oregon-ducks,texas-longhorns,ohio-state-buckeyes,alabama-crimson-tide,missouri-tigers,oklahoma-sooners,ole-miss-rebels,louisville-cardinals,penn-state-nittany-lions,arizona-wildcats,lsu-tigers,tulane-green-wave,oklahoma-state-cowboys,notre-dame-fighting-irish,iowa-hawkeyes,north-carolina-state-wolfpack,liberty-flames,toledo-rockets,oregon-state-beavers,tennessee-volunteers,clemson-tigers
chuck-landon,2023,14,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,oregon-ducks,texas-longhorns,ohio-state-buckeyes,alabama-crimson-tide,missouri-tigers,ole-miss-rebels,oklahoma-sooners,penn-state-nittany-lions,lsu-tigers,arizona-wildcats,tulane-green-wave,louisville-cardinals,notre-dame-fighting-irish,iowa-hawkeyes,liberty-flames,oregon-state-beavers,oklahoma-state-cowboys,north-carolina-state-wolfpack,james-madison-dukes,southern-methodist-mustangs,toledo-rockets
colten-bartholomew,2023,14,georgia-bulldogs,michigan-wolverines,washington-huskies,oregon-ducks,ohio-state-buckeyes,florida-state-seminoles,texas-longhorns,alabama-crimson-tide,missouri-tigers,penn-state-nittany-lions,ole-miss-rebels,oklahoma-sooners,louisville-cardinals,lsu-tigers,notre-dame-fighting-irish,arizona-wildcats,tennessee-volunteers,tulane-green-wave,oregon-state-beavers,oklahoma-state-cowboys,iowa-hawkeyes,north-carolina-state-wolfpack,utah-utes,liberty-flames,toledo-rockets
creg-stephenson,2023,14,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,ohio-state-buckeyes,oregon-ducks,texas-longhorns,alabama-crimson-tide,missouri-tigers,oklahoma-sooners,penn-state-nittany-lions,ole-miss-rebels,lsu-tigers,arizona-wildcats,iowa-hawkeyes,tulane-green-wave,louisville-cardinals,notre-dame-fighting-irish,north-carolina-state-wolfpack,james-madison-dukes,oklahoma-state-cowboys,toledo-rockets,southern-methodist-mustangs,troy-trojans,liberty-flames
dave-preston,2023,14,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,washington-huskies,oregon-ducks,ohio-state-buckeyes,texas-longhorns,alabama-crimson-tide,missouri-tigers,penn-state-nittany-lions,ole-miss-rebels,lsu-tigers,oklahoma-sooners,louisville-cardinals,notre-dame-fighting-irish,arizona-wildcats,oklahoma-state-cowboys,iowa-hawkeyes,tulane-green-wave,southern-methodist-mustangs,north-carolina-state-wolfpack,clemson-tigers,toledo-rockets,liberty-flames,james-madison-dukes
dave-reardon,2023,14,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,florida-state-seminoles,washington-huskies,oregon-ducks,texas-longhorns,alabama-crimson-tide,penn-state-nittany-lions,oklahoma-sooners,arizona-wildcats,missouri-tigers,ole-miss-rebels,louisville-cardinals,lsu-tigers,liberty-flames,tulane-green-wave,notre-dame-fighting-irish,iowa-hawkeyes,oklahoma-state-cowboys,toledo-rockets,southern-methodist-mustangs,james-madison-dukes,north-carolina-state-wolfpack,memphis-tigers
