Teams,Borda Points
clemson-tigers,1523
alabama-crimson-tide,1458
oklahoma-sooners,1368
georgia-bulldogs,1320
florida-gators,1239
lsu-tigers,1221
notre-dame-fighting-irish,1200
auburn-tigers,1043
texas-longhorns,1038
texas-am-aggies,975
north-carolina-tar-heels,900
miami-fl-hurricanes,841
cincinnati-bearcats,754
oklahoma-state-cowboys,732
tennessee-volunteers,575
memphis-tigers,566
byu-cougars,458
louisiana-lafayette-ragin-cajuns,433
virginia-tech-hokies,397
pittsburgh-panthers,373
army-west-point-black-knights,352
kentucky-wildcats,277
marshall-thundering-herd,147
louisville-cardinals,142
baylor-bears,116
west-virginia-mountaineers,74
southern-methodist-mustangs,73
tcu-horned-frogs,36
virginia-cavaliers,35
boston-college-eagles,32
arkansas-state-red-wolves,27
mississippi-state-bulldogs,8
uab-blazers,7
appalachian-state-mountaineers,6
texas-tech-red-raiders,6
ole-miss-rebels,5
utsa-roadrunners,3
coastal-carolina-chanticleers,2
troy-trojans,2
