Teams,Borda Points
clemson-tigers,1536
alabama-crimson-tide,1488
georgia-bulldogs,1380
florida-gators,1340
notre-dame-fighting-irish,1239
ohio-state-buckeyes,1165
miami-fl-hurricanes,1148
north-carolina-tar-heels,944
penn-state-nittany-lions,935
oklahoma-state-cowboys,919
cincinnati-bearcats,895
oregon-ducks,786
auburn-tigers,733
tennessee-volunteers,717
byu-cougars,661
wisconsin-badgers,620
lsu-tigers,479
southern-methodist-mustangs,393
virginia-tech-hokies,391
michigan-wolverines,350
texas-am-aggies,331
texas-longhorns,232
louisiana-lafayette-ragin-cajuns,219
iowa-state-cyclones,218
minnesota-golden-gophers,146
kansas-state-wildcats,142
usc-trojans,116
ucf-knights,115
mississippi-state-bulldogs,113
tcu-horned-frogs,99
tulsa-golden-hurricane,47
utah-utes,30
coastal-carolina-chanticleers,27
iowa-hawkeyes,26
north-carolina-state-wolfpack,21
oklahoma-sooners,20
ole-miss-rebels,18
uab-blazers,16
army-west-point-black-knights,15
west-virginia-mountaineers,14
arkansas-razorbacks,12
memphis-tigers,12
pittsburgh-panthers,8
virginia-cavaliers,6
air-force-falcons,5
arizona-state-sun-devils,5
washington-huskies,4
indiana-hoosiers,1
