Teams,Borda Points
clemson-tigers,1515
alabama-crimson-tide,1513
ohio-state-buckeyes,1430
notre-dame-fighting-irish,1351
georgia-bulldogs,1289
cincinnati-bearcats,1199
texas-am-aggies,1156
florida-gators,1066
byu-cougars,1014
wisconsin-badgers,988
miami-fl-hurricanes,946
oregon-ducks,832
indiana-hoosiers,771
oklahoma-state-cowboys,770
marshall-thundering-herd,552
iowa-state-cyclones,460
southern-methodist-mustangs,457
oklahoma-sooners,445
usc-trojans,379
boise-state-broncos,378
texas-longhorns,221
michigan-wolverines,174
auburn-tigers,167
liberty-flames,145
louisiana-lafayette-ragin-cajuns,124
northwestern-wildcats,124
north-carolina-tar-heels,107
penn-state-nittany-lions,93
tulsa-golden-hurricane,88
army-west-point-black-knights,76
kansas-state-wildcats,56
west-virginia-mountaineers,54
utah-utes,47
washington-huskies,22
purdue-boilermakers,19
virginia-tech-hokies,14
san-diego-state-aztecs,13
appalachian-state-mountaineers,8
arizona-state-sun-devils,8
michigan-state-spartans,7
wake-forest-demon-deacons,7
california-golden-bears,4
