Teams,Borda Points
clemson-tigers,1542
alabama-crimson-tide,1494
notre-dame-fighting-irish,1337
georgia-bulldogs,1300
ohio-state-buckeyes,1223
oklahoma-state-cowboys,1138
texas-am-aggies,1054
penn-state-nittany-lions,1033
cincinnati-bearcats,1030
florida-gators,942
miami-fl-hurricanes,891
byu-cougars,878
oregon-ducks,841
north-carolina-tar-heels,689
wisconsin-badgers,685
southern-methodist-mustangs,651
michigan-wolverines,502
virginia-tech-hokies,452
kansas-state-wildcats,442
marshall-thundering-herd,277
minnesota-golden-gophers,260
north-carolina-state-wolfpack,240
coastal-carolina-chanticleers,227
usc-trojans,218
memphis-tigers,91
oklahoma-sooners,91
west-virginia-mountaineers,68
tulsa-golden-hurricane,66
auburn-tigers,59
louisiana-lafayette-ragin-cajuns,51
iowa-hawkeyes,48
liberty-flames,44
army-west-point-black-knights,38
utah-utes,38
uab-blazers,33
arkansas-razorbacks,23
kentucky-wildcats,18
air-force-falcons,17
tennessee-volunteers,14
washington-huskies,9
south-carolina-gamecocks,9
arizona-state-sun-devils,9
virginia-cavaliers,9
indiana-hoosiers,6
texas-longhorns,2
