Teams,Borda Points
alabama-crimson-tide,1550
notre-dame-fighting-irish,1482
ohio-state-buckeyes,1405
clemson-tigers,1388
texas-am-aggies,1286
cincinnati-bearcats,1248
indiana-hoosiers,1140
iowa-state-cyclones,1059
coastal-carolina-chanticleers,994
georgia-bulldogs,968
florida-gators,940
oklahoma-sooners,902
usc-trojans,774
byu-cougars,724
northwestern-wildcats,692
north-carolina-tar-heels,633
louisiana-lafayette-ragin-cajuns,566
iowa-hawkeyes,504
miami-fl-hurricanes,457
tulsa-golden-hurricane,410
texas-longhorns,238
liberty-flames,200
buffalo-bulls,196
north-carolina-state-wolfpack,149
oklahoma-state-cowboys,92
marshall-thundering-herd,50
boise-state-broncos,14
army-west-point-black-knights,12
ucf-knights,11
washington-huskies,10
auburn-tigers,8
tcu-horned-frogs,3
appalachian-state-mountaineers,1
