Teams,Borda Points
alabama-crimson-tide,1547
notre-dame-fighting-irish,1464
ohio-state-buckeyes,1449
clemson-tigers,1355
texas-am-aggies,1223
florida-gators,1213
cincinnati-bearcats,1208
byu-cougars,1101
miami-fl-hurricanes,958
indiana-hoosiers,956
oregon-ducks,948
georgia-bulldogs,861
wisconsin-badgers,852
oklahoma-state-cowboys,763
coastal-carolina-chanticleers,552
marshall-thundering-herd,536
iowa-state-cyclones,492
oklahoma-sooners,469
southern-methodist-mustangs,457
usc-trojans,395
texas-longhorns,267
liberty-flames,261
northwestern-wildcats,251
auburn-tigers,185
louisiana-lafayette-ragin-cajuns,118
north-carolina-tar-heels,88
army-west-point-black-knights,55
tulsa-golden-hurricane,47
utah-utes,33
arizona-state-sun-devils,11
purdue-boilermakers,8
wake-forest-demon-deacons,7
boise-state-broncos,5
appalachian-state-mountaineers,5
california-golden-bears,3
maryland-terrapins,3
nevada-wolf-pack,1
