Teams,Borda Points
alabama-crimson-tide,1550
notre-dame-fighting-irish,1471
ohio-state-buckeyes,1440
clemson-tigers,1358
texas-am-aggies,1249
florida-gators,1223
cincinnati-bearcats,1201
byu-cougars,1111
oregon-ducks,960
miami-fl-hurricanes,940
northwestern-wildcats,931
indiana-hoosiers,906
georgia-bulldogs,837
oklahoma-sooners,731
coastal-carolina-chanticleers,654
wisconsin-badgers,582
marshall-thundering-herd,580
usc-trojans,508
texas-longhorns,377
oklahoma-state-cowboys,347
auburn-tigers,310
louisiana-lafayette-ragin-cajuns,267
tulsa-golden-hurricane,216
north-carolina-tar-heels,139
liberty-flames,45
washington-huskies,44
nevada-wolf-pack,41
southern-methodist-mustangs,23
iowa-hawkeyes,20
boise-state-broncos,10
san-jose-state-spartans,6
florida-atlantic-owls,6
buffalo-bulls,5
