Teams,Borda Points
clemson-tigers,1546
alabama-crimson-tide,1463
georgia-bulldogs,1430
notre-dame-fighting-irish,1317
north-carolina-tar-heels,1190
ohio-state-buckeyes,1152
oklahoma-state-cowboys,1070
cincinnati-bearcats,975
penn-state-nittany-lions,970
florida-gators,910
texas-am-aggies,889
oregon-ducks,817
miami-fl-hurricanes,798
byu-cougars,723
auburn-tigers,714
wisconsin-badgers,638
southern-methodist-mustangs,548
tennessee-volunteers,489
iowa-state-cyclones,435
louisiana-lafayette-ragin-cajuns,372
kansas-state-wildcats,332
virginia-tech-hokies,228
minnesota-golden-gophers,203
usc-trojans,142
marshall-thundering-herd,120
north-carolina-state-wolfpack,96
oklahoma-sooners,88
tulsa-golden-hurricane,66
ucf-knights,65
boston-college-eagles,47
coastal-carolina-chanticleers,44
utah-utes,34
iowa-hawkeyes,33
uab-blazers,30
west-virginia-mountaineers,26
army-west-point-black-knights,21
memphis-tigers,13
air-force-falcons,12
liberty-flames,8
ole-miss-rebels,7
arizona-state-sun-devils,7
texas-longhorns,6
lsu-tigers,6
houston-cougars,5
washington-huskies,5
missouri-tigers,4
indiana-hoosiers,2
louisiana-tech-bulldogs,2
virginia-cavaliers,2
tcu-horned-frogs,1
