Teams,Borda Points
alabama-crimson-tide,1550
notre-dame-fighting-irish,1482
ohio-state-buckeyes,1405
clemson-tigers,1388
texas-am-aggies,1286
cincinnati-bearcats,1248
indiana-hoosiers,1140
iowa-state-cyclones,1060
coastal-carolina-chanticleers,994
georgia-bulldogs,968
florida-gators,941
oklahoma-sooners,903
usc-trojans,777
byu-cougars,727
northwestern-wildcats,694
north-carolina-tar-heels,640
louisiana-lafayette-ragin-cajuns,576
iowa-hawkeyes,519
miami-fl-hurricanes,472
texas-longhorns,269
liberty-flames,231
buffalo-bulls,231
north-carolina-state-wolfpack,183
san-jose-state-spartans,166
oklahoma-state-cowboys,107
marshall-thundering-herd,60
boise-state-broncos,16
ucf-knights,15
army-west-point-black-knights,13
washington-huskies,12
auburn-tigers,8
tcu-horned-frogs,5
appalachian-state-mountaineers,2
