Teams,Borda Points
clemson-tigers,1515
alabama-crimson-tide,1513
ohio-state-buckeyes,1430
notre-dame-fighting-irish,1351
georgia-bulldogs,1289
cincinnati-bearcats,1199
texas-am-aggies,1156
florida-gators,1066
byu-cougars,1014
wisconsin-badgers,985
miami-fl-hurricanes,946
oregon-ducks,832
indiana-hoosiers,765
oklahoma-state-cowboys,761
coastal-carolina-chanticleers,531
marshall-thundering-herd,527
iowa-state-cyclones,432
southern-methodist-mustangs,426
oklahoma-sooners,411
usc-trojans,357
boise-state-broncos,343
texas-longhorns,196
michigan-wolverines,155
auburn-tigers,150
liberty-flames,123
louisiana-lafayette-ragin-cajuns,107
north-carolina-tar-heels,93
penn-state-nittany-lions,89
tulsa-golden-hurricane,76
army-west-point-black-knights,59
kansas-state-wildcats,52
west-virginia-mountaineers,48
utah-utes,44
washington-huskies,21
purdue-boilermakers,16
virginia-tech-hokies,13
san-diego-state-aztecs,11
arizona-state-sun-devils,7
appalachian-state-mountaineers,6
wake-forest-demon-deacons,5
michigan-state-spartans,4
california-golden-bears,3
