Teams,Borda Points
clemson-tigers,1542
alabama-crimson-tide,1473
florida-gators,1324
georgia-bulldogs,1310
notre-dame-fighting-irish,1231
ohio-state-buckeyes,1169
auburn-tigers,1134
miami-fl-hurricanes,1045
texas-longhorns,865
penn-state-nittany-lions,841
ucf-knights,744
north-carolina-tar-heels,738
texas-am-aggies,709
oregon-ducks,652
cincinnati-bearcats,647
mississippi-state-bulldogs,593
oklahoma-state-cowboys,560
oklahoma-sooners,538
wisconsin-badgers,511
lsu-tigers,404
tennessee-volunteers,385
byu-cougars,303
michigan-wolverines,282
pittsburgh-panthers,254
memphis-tigers,202
virginia-tech-hokies,199
louisiana-lafayette-ragin-cajuns,128
minnesota-golden-gophers,115
kansas-state-wildcats,63
southern-methodist-mustangs,38
marshall-thundering-herd,31
baylor-bears,24
iowa-hawkeyes,18
utah-utes,16
virginia-cavaliers,12
arkansas-state-red-wolves,11
uab-blazers,5
washington-huskies,5
army-west-point-black-knights,4
louisville-cardinals,4
kentucky-wildcats,4
