Teams,Borda Points
clemson-tigers,1523
alabama-crimson-tide,1458
oklahoma-sooners,1368
georgia-bulldogs,1320
florida-gators,1239
lsu-tigers,1221
notre-dame-fighting-irish,1200
auburn-tigers,1039
texas-longhorns,1037
texas-am-aggies,973
north-carolina-tar-heels,883
miami-fl-hurricanes,817
ucf-knights,771
cincinnati-bearcats,725
oklahoma-state-cowboys,698
tennessee-volunteers,542
memphis-tigers,524
byu-cougars,436
virginia-tech-hokies,370
pittsburgh-panthers,352
army-west-point-black-knights,335
kentucky-wildcats,260
marshall-thundering-herd,140
louisville-cardinals,134
baylor-bears,110
southern-methodist-mustangs,69
west-virginia-mountaineers,68
tcu-horned-frogs,33
virginia-cavaliers,32
arkansas-state-red-wolves,27
boston-college-eagles,27
mississippi-state-bulldogs,7
uab-blazers,6
appalachian-state-mountaineers,6
ole-miss-rebels,5
texas-tech-red-raiders,5
utsa-roadrunners,3
troy-trojans,2
coastal-carolina-chanticleers,1
