Teams,Borda Points
clemson-tigers,1536
alabama-crimson-tide,1488
georgia-bulldogs,1380
florida-gators,1340
notre-dame-fighting-irish,1239
ohio-state-buckeyes,1165
miami-fl-hurricanes,1148
north-carolina-tar-heels,944
penn-state-nittany-lions,935
oklahoma-state-cowboys,919
cincinnati-bearcats,895
oregon-ducks,786
auburn-tigers,731
tennessee-volunteers,717
byu-cougars,661
wisconsin-badgers,619
lsu-tigers,482
southern-methodist-mustangs,394
virginia-tech-hokies,393
michigan-wolverines,351
texas-am-aggies,333
texas-longhorns,240
louisiana-lafayette-ragin-cajuns,222
iowa-state-cyclones,219
minnesota-golden-gophers,146
kansas-state-wildcats,143
ucf-knights,117
usc-trojans,117
mississippi-state-bulldogs,116
marshall-thundering-herd,53
tulsa-golden-hurricane,50
utah-utes,31
coastal-carolina-chanticleers,27
iowa-hawkeyes,26
oklahoma-sooners,22
north-carolina-state-wolfpack,21
ole-miss-rebels,18
uab-blazers,16
west-virginia-mountaineers,15
army-west-point-black-knights,15
arkansas-razorbacks,12
memphis-tigers,12
pittsburgh-panthers,8
air-force-falcons,6
virginia-cavaliers,5
arizona-state-sun-devils,5
washington-huskies,4
indiana-hoosiers,2
