Teams,Borda Points
clemson-tigers,1546
alabama-crimson-tide,1463
georgia-bulldogs,1430
notre-dame-fighting-irish,1317
north-carolina-tar-heels,1194
ohio-state-buckeyes,1152
oklahoma-state-cowboys,1077
cincinnati-bearcats,983
penn-state-nittany-lions,971
florida-gators,922
texas-am-aggies,905
oregon-ducks,824
miami-fl-hurricanes,809
byu-cougars,739
auburn-tigers,728
southern-methodist-mustangs,566
tennessee-volunteers,502
michigan-wolverines,461
iowa-state-cyclones,446
louisiana-lafayette-ragin-cajuns,385
kansas-state-wildcats,337
virginia-tech-hokies,232
minnesota-golden-gophers,208
usc-trojans,144
marshall-thundering-herd,119
north-carolina-state-wolfpack,96
oklahoma-sooners,87
ucf-knights,68
tulsa-golden-hurricane,68
boston-college-eagles,47
coastal-carolina-chanticleers,45
utah-utes,35
iowa-hawkeyes,34
uab-blazers,30
west-virginia-mountaineers,26
army-west-point-black-knights,21
memphis-tigers,14
air-force-falcons,12
liberty-flames,8
ole-miss-rebels,7
arizona-state-sun-devils,7
texas-longhorns,6
lsu-tigers,6
houston-cougars,5
washington-huskies,5
missouri-tigers,4
indiana-hoosiers,2
louisiana-tech-bulldogs,2
virginia-cavaliers,2
tcu-horned-frogs,1
