Teams,Borda Points
alabama-crimson-tide,1550
notre-dame-fighting-irish,1482
ohio-state-buckeyes,1405
clemson-tigers,1388
texas-am-aggies,1286
cincinnati-bearcats,1248
indiana-hoosiers,1140
iowa-state-cyclones,1059
coastal-carolina-chanticleers,994
georgia-bulldogs,968
florida-gators,940
oklahoma-sooners,902
usc-trojans,775
byu-cougars,724
northwestern-wildcats,693
north-carolina-tar-heels,632
louisiana-lafayette-ragin-cajuns,568
iowa-hawkeyes,505
miami-fl-hurricanes,460
tulsa-golden-hurricane,413
texas-longhorns,240
liberty-flames,201
north-carolina-state-wolfpack,163
san-jose-state-spartans,149
oklahoma-state-cowboys,97
marshall-thundering-herd,56
boise-state-broncos,14
ucf-knights,12
washington-huskies,11
army-west-point-black-knights,10
auburn-tigers,8
tcu-horned-frogs,3
appalachian-state-mountaineers,1
