Teams,Borda Points
clemson-tigers,1520
ohio-state-buckeyes,1504
alabama-crimson-tide,1422
georgia-bulldogs,1270
oklahoma-sooners,1269
lsu-tigers,1186
penn-state-nittany-lions,1147
florida-gators,1126
oregon-ducks,1119
notre-dame-fighting-irish,996
auburn-tigers,859
wisconsin-badgers,845
texas-am-aggies,774
texas-longhorns,714
oklahoma-state-cowboys,686
michigan-wolverines,625
usc-trojans,553
north-carolina-tar-heels,525
cincinnati-bearcats,272
ucf-knights,263
utah-utes,243
iowa-state-cyclones,231
iowa-hawkeyes,165
tennessee-volunteers,151
virginia-tech-hokies,107
memphis-tigers,99
arizona-state-sun-devils,83
boise-state-broncos,81
miami-fl-hurricanes,48
louisville-cardinals,36
appalachian-state-mountaineers,31
washington-huskies,23
kentucky-wildcats,23
indiana-hoosiers,22
baylor-bears,18
california-golden-bears,14
tcu-horned-frogs,9
virginia-cavaliers,8
florida-state-seminoles,8
navy-midshipmen,6
air-force-falcons,4
southern-methodist-mustangs,3
mississippi-state-bulldogs,3
northwestern-wildcats,2
uab-blazers,2
