Teams,Borda Points
clemson-tigers,1524
alabama-crimson-tide,1456
oklahoma-sooners,1361
georgia-bulldogs,1324
florida-gators,1237
lsu-tigers,1236
notre-dame-fighting-irish,1155
auburn-tigers,1057
texas-longhorns,1034
texas-am-aggies,984
oklahoma-state-cowboys,929
north-carolina-tar-heels,896
cincinnati-bearcats,673
tennessee-volunteers,564
memphis-tigers,539
miami-fl-hurricanes,508
louisville-cardinals,425
louisiana-lafayette-ragin-cajuns,417
virginia-tech-hokies,402
byu-cougars,400
appalachian-state-mountaineers,280
army-west-point-black-knights,278
kentucky-wildcats,275
pittsburgh-panthers,186
baylor-bears,176
west-virginia-mountaineers,97
georgia-tech-yellow-jackets,86
tcu-horned-frogs,59
arkansas-state-red-wolves,49
virginia-cavaliers,48
southern-methodist-mustangs,40
mississippi-state-bulldogs,18
iowa-state-cyclones,15
south-florida-bulls,7
texas-tech-red-raiders,6
ole-miss-rebels,5
uab-blazers,5
marshall-thundering-herd,4
missouri-tigers,4
air-force-falcons,3
florida-state-seminoles,3
houston-cougars,1
