Teams,Borda Points
alabama-crimson-tide,1548
notre-dame-fighting-irish,1467
ohio-state-buckeyes,1445
clemson-tigers,1355
texas-am-aggies,1240
florida-gators,1222
cincinnati-bearcats,1198
byu-cougars,1094
indiana-hoosiers,997
wisconsin-badgers,950
oregon-ducks,949
miami-fl-hurricanes,940
georgia-bulldogs,824
oklahoma-state-cowboys,750
marshall-thundering-herd,561
coastal-carolina-chanticleers,557
iowa-state-cyclones,510
oklahoma-sooners,506
northwestern-wildcats,388
usc-trojans,384
liberty-flames,318
texas-longhorns,309
auburn-tigers,196
tulsa-golden-hurricane,180
north-carolina-tar-heels,111
southern-methodist-mustangs,26
utah-utes,18
washington-huskies,15
san-jose-state-spartans,10
arizona-state-sun-devils,9
boise-state-broncos,8
appalachian-state-mountaineers,6
nevada-wolf-pack,5
iowa-hawkeyes,2
buffalo-bulls,1
ucf-knights,1
