Teams,Borda Points
clemson-tigers,1523
alabama-crimson-tide,1458
oklahoma-sooners,1368
georgia-bulldogs,1320
florida-gators,1239
lsu-tigers,1221
notre-dame-fighting-irish,1200
auburn-tigers,1038
texas-longhorns,1037
texas-am-aggies,972
north-carolina-tar-heels,883
miami-fl-hurricanes,817
ucf-knights,771
cincinnati-bearcats,724
oklahoma-state-cowboys,698
tennessee-volunteers,539
memphis-tigers,521
byu-cougars,421
louisiana-lafayette-ragin-cajuns,390
virginia-tech-hokies,363
pittsburgh-panthers,344
kentucky-wildcats,255
marshall-thundering-herd,138
louisville-cardinals,129
baylor-bears,103
west-virginia-mountaineers,71
southern-methodist-mustangs,71
tcu-horned-frogs,31
boston-college-eagles,31
virginia-cavaliers,31
arkansas-state-red-wolves,26
uab-blazers,7
appalachian-state-mountaineers,6
mississippi-state-bulldogs,6
texas-tech-red-raiders,6
ole-miss-rebels,4
utsa-roadrunners,3
coastal-carolina-chanticleers,2
troy-trojans,2
