Teams,Borda Points
alabama-crimson-tide,1550
notre-dame-fighting-irish,1481
ohio-state-buckeyes,1403
clemson-tigers,1392
texas-am-aggies,1262
florida-gators,1226
cincinnati-bearcats,1204
byu-cougars,1113
miami-fl-hurricanes,991
indiana-hoosiers,984
georgia-bulldogs,922
iowa-state-cyclones,874
oklahoma-sooners,816
coastal-carolina-chanticleers,713
marshall-thundering-herd,625
wisconsin-badgers,579
usc-trojans,574
oklahoma-state-cowboys,476
louisiana-lafayette-ragin-cajuns,398
oregon-ducks,366
tulsa-golden-hurricane,298
washington-huskies,261
iowa-hawkeyes,155
liberty-flames,96
north-carolina-tar-heels,83
buffalo-bulls,83
texas-longhorns,48
colorado-buffaloes,32
auburn-tigers,30
north-carolina-state-wolfpack,15
san-jose-state-spartans,13
boise-state-broncos,12
southern-methodist-mustangs,9
oregon-state-beavers,2
ucf-knights,2
