Teams,Borda Points
clemson-tigers,1515
alabama-crimson-tide,1513
ohio-state-buckeyes,1430
notre-dame-fighting-irish,1351
georgia-bulldogs,1289
cincinnati-bearcats,1199
texas-am-aggies,1156
florida-gators,1066
byu-cougars,1014
wisconsin-badgers,987
miami-fl-hurricanes,946
oregon-ducks,831
indiana-hoosiers,765
oklahoma-state-cowboys,761
coastal-carolina-chanticleers,527
marshall-thundering-herd,525
iowa-state-cyclones,435
southern-methodist-mustangs,421
oklahoma-sooners,415
usc-trojans,359
boise-state-broncos,344
texas-longhorns,199
michigan-wolverines,152
auburn-tigers,147
liberty-flames,123
northwestern-wildcats,111
north-carolina-tar-heels,95
penn-state-nittany-lions,87
tulsa-golden-hurricane,76
army-west-point-black-knights,62
kansas-state-wildcats,51
west-virginia-mountaineers,46
utah-utes,44
washington-huskies,21
purdue-boilermakers,16
virginia-tech-hokies,12
san-diego-state-aztecs,10
arizona-state-sun-devils,7
appalachian-state-mountaineers,6
michigan-state-spartans,5
wake-forest-demon-deacons,5
california-golden-bears,3
