Teams,Borda Points
clemson-tigers,1539
alabama-crimson-tide,1494
ohio-state-buckeyes,1402
notre-dame-fighting-irish,1353
georgia-bulldogs,1292
oklahoma-state-cowboys,1201
cincinnati-bearcats,1100
texas-am-aggies,1094
wisconsin-badgers,950
florida-gators,933
byu-cougars,906
miami-fl-hurricanes,888
michigan-wolverines,839
oregon-ducks,784
north-carolina-tar-heels,758
kansas-state-wildcats,564
indiana-hoosiers,468
penn-state-nittany-lions,445
marshall-thundering-herd,386
coastal-carolina-chanticleers,289
usc-trojans,246
southern-methodist-mustangs,215
iowa-state-cyclones,210
oklahoma-sooners,160
boise-state-broncos,120
memphis-tigers,109
liberty-flames,87
louisiana-lafayette-ragin-cajuns,53
army-west-point-black-knights,47
auburn-tigers,42
minnesota-golden-gophers,41
utah-utes,36
northwestern-wildcats,20
arkansas-razorbacks,16
washington-huskies,15
purdue-boilermakers,8
arizona-state-sun-devils,7
appalachian-state-mountaineers,6
california-golden-bears,4
boston-college-eagles,3
san-diego-state-aztecs,2
texas-longhorns,2
