Teams,Borda Points
alabama-crimson-tide,1550
notre-dame-fighting-irish,1471
ohio-state-buckeyes,1440
clemson-tigers,1358
texas-am-aggies,1249
florida-gators,1223
cincinnati-bearcats,1201
byu-cougars,1109
oregon-ducks,951
miami-fl-hurricanes,937
northwestern-wildcats,922
indiana-hoosiers,899
georgia-bulldogs,828
oklahoma-sooners,697
iowa-state-cyclones,663
coastal-carolina-chanticleers,622
wisconsin-badgers,548
marshall-thundering-herd,546
usc-trojans,471
texas-longhorns,333
oklahoma-state-cowboys,310
auburn-tigers,273
tulsa-golden-hurricane,196
north-carolina-tar-heels,122
liberty-flames,40
nevada-wolf-pack,38
washington-huskies,38
southern-methodist-mustangs,20
iowa-hawkeyes,17
boise-state-broncos,9
san-jose-state-spartans,6
florida-atlantic-owls,5
buffalo-bulls,4
