Teams,Borda Points
clemson-tigers,1523
alabama-crimson-tide,1458
oklahoma-sooners,1368
georgia-bulldogs,1320
florida-gators,1239
lsu-tigers,1221
notre-dame-fighting-irish,1200
auburn-tigers,1037
texas-longhorns,1037
texas-am-aggies,972
north-carolina-tar-heels,883
miami-fl-hurricanes,816
ucf-knights,771
cincinnati-bearcats,720
oklahoma-state-cowboys,693
tennessee-volunteers,529
memphis-tigers,512
byu-cougars,406
louisiana-lafayette-ragin-cajuns,377
virginia-tech-hokies,351
pittsburgh-panthers,318
army-west-point-black-knights,298
kentucky-wildcats,233
louisville-cardinals,117
marshall-thundering-herd,111
baylor-bears,91
west-virginia-mountaineers,60
southern-methodist-mustangs,57
tcu-horned-frogs,31
boston-college-eagles,23
arkansas-state-red-wolves,21
mississippi-state-bulldogs,6
uab-blazers,5
texas-tech-red-raiders,5
ole-miss-rebels,4
appalachian-state-mountaineers,3
utsa-roadrunners,2
coastal-carolina-chanticleers,1
troy-trojans,1
