Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1463
clemson-tigers,1378
texas-am-aggies,1324
notre-dame-fighting-irish,1279
oklahoma-sooners,1243
georgia-bulldogs,1144
cincinnati-bearcats,1074
iowa-state-cyclones,1035
northwestern-wildcats,894
byu-cougars,862
indiana-hoosiers,773
florida-gators,764
coastal-carolina-chanticleers,725
louisiana-lafayette-ragin-cajuns,664
iowa-hawkeyes,582
liberty-flames,579
north-carolina-tar-heels,533
texas-longhorns,487
oklahoma-state-cowboys,418
usc-trojans,310
miami-fl-hurricanes,287
ball-state-cardinals,186
buffalo-bulls,58
appalachian-state-mountaineers,46
tulsa-golden-hurricane,40
army-west-point-black-knights,28
oregon-ducks,21
tcu-horned-frogs,13
memphis-tigers,12
uab-blazers,10
washington-huskies,10
north-carolina-state-wolfpack,9
nevada-wolf-pack,9
wisconsin-badgers,3
marshall-thundering-herd,1
west-virginia-mountaineers,1
