Teams,Borda Points
clemson-tigers,1542
alabama-crimson-tide,1494
notre-dame-fighting-irish,1337
georgia-bulldogs,1300
ohio-state-buckeyes,1223
oklahoma-state-cowboys,1137
texas-am-aggies,1054
penn-state-nittany-lions,1033
cincinnati-bearcats,1028
florida-gators,942
miami-fl-hurricanes,888
byu-cougars,875
oregon-ducks,841
north-carolina-tar-heels,681
wisconsin-badgers,680
southern-methodist-mustangs,640
iowa-state-cyclones,516
michigan-wolverines,490
virginia-tech-hokies,420
kansas-state-wildcats,408
minnesota-golden-gophers,241
north-carolina-state-wolfpack,218
coastal-carolina-chanticleers,206
usc-trojans,198
memphis-tigers,87
oklahoma-sooners,83
west-virginia-mountaineers,64
tulsa-golden-hurricane,63
auburn-tigers,55
louisiana-lafayette-ragin-cajuns,47
iowa-hawkeyes,43
liberty-flames,42
army-west-point-black-knights,37
utah-utes,37
uab-blazers,32
arkansas-razorbacks,23
kentucky-wildcats,17
air-force-falcons,16
tennessee-volunteers,13
south-carolina-gamecocks,10
virginia-cavaliers,10
arizona-state-sun-devils,9
washington-huskies,8
indiana-hoosiers,5
texas-longhorns,2
