Teams,Borda Points
clemson-tigers,1523
alabama-crimson-tide,1458
oklahoma-sooners,1368
georgia-bulldogs,1320
florida-gators,1239
lsu-tigers,1221
notre-dame-fighting-irish,1200
auburn-tigers,1037
texas-longhorns,1037
texas-am-aggies,972
north-carolina-tar-heels,883
miami-fl-hurricanes,816
ucf-knights,771
cincinnati-bearcats,720
oklahoma-state-cowboys,693
tennessee-volunteers,529
memphis-tigers,510
byu-cougars,405
louisiana-lafayette-ragin-cajuns,374
virginia-tech-hokies,350
pittsburgh-panthers,315
army-west-point-black-knights,296
kentucky-wildcats,230
louisville-cardinals,115
marshall-thundering-herd,108
baylor-bears,89
west-virginia-mountaineers,59
southern-methodist-mustangs,57
tcu-horned-frogs,30
virginia-cavaliers,30
boston-college-eagles,23
arkansas-state-red-wolves,20
mississippi-state-bulldogs,6
uab-blazers,5
texas-tech-red-raiders,5
ole-miss-rebels,4
appalachian-state-mountaineers,3
troy-trojans,2
coastal-carolina-chanticleers,1
