Teams,Borda Points
clemson-tigers,1546
alabama-crimson-tide,1463
georgia-bulldogs,1430
notre-dame-fighting-irish,1317
north-carolina-tar-heels,1190
ohio-state-buckeyes,1152
oklahoma-state-cowboys,1069
cincinnati-bearcats,971
penn-state-nittany-lions,970
florida-gators,904
texas-am-aggies,883
oregon-ducks,817
miami-fl-hurricanes,789
byu-cougars,709
auburn-tigers,703
wisconsin-badgers,633
southern-methodist-mustangs,523
tennessee-volunteers,465
michigan-wolverines,418
iowa-state-cyclones,406
louisiana-lafayette-ragin-cajuns,344
kansas-state-wildcats,305
virginia-tech-hokies,202
minnesota-golden-gophers,178
usc-trojans,124
marshall-thundering-herd,108
north-carolina-state-wolfpack,89
oklahoma-sooners,73
ucf-knights,62
boston-college-eagles,45
coastal-carolina-chanticleers,41
uab-blazers,30
utah-utes,29
iowa-hawkeyes,28
west-virginia-mountaineers,26
army-west-point-black-knights,22
memphis-tigers,13
air-force-falcons,11
liberty-flames,9
ole-miss-rebels,6
arizona-state-sun-devils,6
texas-longhorns,5
lsu-tigers,5
houston-cougars,5
washington-huskies,4
missouri-tigers,3
virginia-cavaliers,3
louisiana-tech-bulldogs,2
indiana-hoosiers,1
tcu-horned-frogs,1
