Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1463
clemson-tigers,1378
texas-am-aggies,1324
notre-dame-fighting-irish,1279
oklahoma-sooners,1243
georgia-bulldogs,1145
cincinnati-bearcats,1074
iowa-state-cyclones,1038
northwestern-wildcats,909
byu-cougars,881
florida-gators,798
coastal-carolina-chanticleers,759
louisiana-lafayette-ragin-cajuns,706
iowa-hawkeyes,630
liberty-flames,622
north-carolina-tar-heels,585
texas-longhorns,541
oklahoma-state-cowboys,472
usc-trojans,358
miami-fl-hurricanes,343
ball-state-cardinals,239
san-jose-state-spartans,115
buffalo-bulls,78
appalachian-state-mountaineers,60
tulsa-golden-hurricane,50
army-west-point-black-knights,32
oregon-ducks,26
memphis-tigers,17
uab-blazers,15
tcu-horned-frogs,15
north-carolina-state-wolfpack,12
washington-huskies,12
nevada-wolf-pack,12
wisconsin-badgers,4
marshall-thundering-herd,2
west-virginia-mountaineers,2
