Teams,Borda Points
clemson-tigers,1520
ohio-state-buckeyes,1504
alabama-crimson-tide,1422
georgia-bulldogs,1270
oklahoma-sooners,1269
lsu-tigers,1186
penn-state-nittany-lions,1147
florida-gators,1125
oregon-ducks,1119
notre-dame-fighting-irish,995
auburn-tigers,854
wisconsin-badgers,840
texas-am-aggies,764
texas-longhorns,703
oklahoma-state-cowboys,673
michigan-wolverines,613
usc-trojans,535
north-carolina-tar-heels,497
minnesota-golden-gophers,452
cincinnati-bearcats,235
ucf-knights,232
utah-utes,214
iowa-state-cyclones,203
iowa-hawkeyes,136
tennessee-volunteers,135
virginia-tech-hokies,88
memphis-tigers,87
boise-state-broncos,68
arizona-state-sun-devils,68
louisville-cardinals,32
appalachian-state-mountaineers,26
washington-huskies,21
indiana-hoosiers,20
kentucky-wildcats,20
baylor-bears,15
california-golden-bears,13
tcu-horned-frogs,9
virginia-cavaliers,7
florida-state-seminoles,7
navy-midshipmen,6
air-force-falcons,4
southern-methodist-mustangs,3
mississippi-state-bulldogs,3
northwestern-wildcats,1
uab-blazers,1
