Teams,Borda Points
clemson-tigers,1515
alabama-crimson-tide,1513
ohio-state-buckeyes,1430
notre-dame-fighting-irish,1351
georgia-bulldogs,1289
cincinnati-bearcats,1200
texas-am-aggies,1156
florida-gators,1066
byu-cougars,1020
wisconsin-badgers,991
miami-fl-hurricanes,952
oregon-ducks,836
oklahoma-state-cowboys,794
coastal-carolina-chanticleers,582
marshall-thundering-herd,575
iowa-state-cyclones,479
southern-methodist-mustangs,468
oklahoma-sooners,464
usc-trojans,393
boise-state-broncos,389
texas-longhorns,232
michigan-wolverines,181
auburn-tigers,173
liberty-flames,145
northwestern-wildcats,129
louisiana-lafayette-ragin-cajuns,124
north-carolina-tar-heels,109
penn-state-nittany-lions,99
tulsa-golden-hurricane,91
army-west-point-black-knights,75
kansas-state-wildcats,59
west-virginia-mountaineers,56
utah-utes,48
washington-huskies,23
purdue-boilermakers,19
virginia-tech-hokies,15
san-diego-state-aztecs,13
appalachian-state-mountaineers,8
arizona-state-sun-devils,8
michigan-state-spartans,7
wake-forest-demon-deacons,7
california-golden-bears,4
