Teams,Borda Points
clemson-tigers,1524
alabama-crimson-tide,1456
oklahoma-sooners,1361
georgia-bulldogs,1324
florida-gators,1237
lsu-tigers,1236
notre-dame-fighting-irish,1155
auburn-tigers,1056
texas-longhorns,1033
texas-am-aggies,983
oklahoma-state-cowboys,927
north-carolina-tar-heels,892
cincinnati-bearcats,648
ucf-knights,632
tennessee-volunteers,528
memphis-tigers,496
miami-fl-hurricanes,464
louisville-cardinals,388
louisiana-lafayette-ragin-cajuns,377
virginia-tech-hokies,369
byu-cougars,360
army-west-point-black-knights,245
appalachian-state-mountaineers,240
kentucky-wildcats,240
pittsburgh-panthers,161
baylor-bears,146
west-virginia-mountaineers,82
georgia-tech-yellow-jackets,71
tcu-horned-frogs,49
virginia-cavaliers,39
southern-methodist-mustangs,32
mississippi-state-bulldogs,14
iowa-state-cyclones,14
south-florida-bulls,6
ole-miss-rebels,5
texas-tech-red-raiders,5
uab-blazers,4
missouri-tigers,3
air-force-falcons,2
florida-state-seminoles,2
marshall-thundering-herd,2
houston-cougars,1
