Teams,Borda Points
clemson-tigers,1524
alabama-crimson-tide,1456
oklahoma-sooners,1361
georgia-bulldogs,1324
florida-gators,1237
lsu-tigers,1236
notre-dame-fighting-irish,1155
auburn-tigers,1055
texas-longhorns,1033
texas-am-aggies,983
oklahoma-state-cowboys,927
north-carolina-tar-heels,892
cincinnati-bearcats,648
ucf-knights,632
tennessee-volunteers,529
memphis-tigers,498
miami-fl-hurricanes,464
louisville-cardinals,389
louisiana-lafayette-ragin-cajuns,382
virginia-tech-hokies,370
byu-cougars,359
army-west-point-black-knights,245
appalachian-state-mountaineers,242
kentucky-wildcats,240
pittsburgh-panthers,159
baylor-bears,148
west-virginia-mountaineers,81
georgia-tech-yellow-jackets,70
tcu-horned-frogs,50
arkansas-state-red-wolves,34
southern-methodist-mustangs,33
mississippi-state-bulldogs,15
iowa-state-cyclones,14
south-florida-bulls,6
ole-miss-rebels,5
texas-tech-red-raiders,5
uab-blazers,4
air-force-falcons,3
missouri-tigers,3
florida-state-seminoles,2
marshall-thundering-herd,2
houston-cougars,1
