Teams,Borda Points
clemson-tigers,1542
alabama-crimson-tide,1473
florida-gators,1325
georgia-bulldogs,1310
notre-dame-fighting-irish,1233
ohio-state-buckeyes,1170
auburn-tigers,1141
miami-fl-hurricanes,1061
penn-state-nittany-lions,850
ucf-knights,788
north-carolina-tar-heels,773
texas-am-aggies,750
cincinnati-bearcats,691
oregon-ducks,671
mississippi-state-bulldogs,624
oklahoma-state-cowboys,602
oklahoma-sooners,582
wisconsin-badgers,539
lsu-tigers,448
tennessee-volunteers,425
byu-cougars,339
michigan-wolverines,311
pittsburgh-panthers,294
memphis-tigers,229
virginia-tech-hokies,229
louisiana-lafayette-ragin-cajuns,159
minnesota-golden-gophers,122
usc-trojans,118
kansas-state-wildcats,73
southern-methodist-mustangs,46
marshall-thundering-herd,40
baylor-bears,30
iowa-hawkeyes,21
utah-utes,19
virginia-cavaliers,17
arkansas-state-red-wolves,13
uab-blazers,7
army-west-point-black-knights,6
louisville-cardinals,6
kentucky-wildcats,6
washington-huskies,5
