Teams,Borda Points
alabama-crimson-tide,1548
notre-dame-fighting-irish,1467
ohio-state-buckeyes,1445
clemson-tigers,1355
texas-am-aggies,1240
florida-gators,1222
cincinnati-bearcats,1198
byu-cougars,1094
indiana-hoosiers,997
wisconsin-badgers,950
oregon-ducks,949
miami-fl-hurricanes,940
georgia-bulldogs,824
oklahoma-state-cowboys,753
coastal-carolina-chanticleers,565
marshall-thundering-herd,565
iowa-state-cyclones,506
oklahoma-sooners,499
northwestern-wildcats,401
usc-trojans,392
liberty-flames,339
auburn-tigers,218
louisiana-lafayette-ragin-cajuns,209
tulsa-golden-hurricane,187
north-carolina-tar-heels,120
southern-methodist-mustangs,28
utah-utes,19
washington-huskies,16
boise-state-broncos,9
san-jose-state-spartans,9
arizona-state-sun-devils,9
appalachian-state-mountaineers,8
nevada-wolf-pack,4
iowa-hawkeyes,4
buffalo-bulls,2
ucf-knights,2
