Teams,Borda Points
clemson-tigers,1523
alabama-crimson-tide,1458
oklahoma-sooners,1368
georgia-bulldogs,1320
florida-gators,1239
lsu-tigers,1221
notre-dame-fighting-irish,1200
auburn-tigers,1037
texas-longhorns,1037
texas-am-aggies,972
north-carolina-tar-heels,883
miami-fl-hurricanes,818
ucf-knights,775
cincinnati-bearcats,726
oklahoma-state-cowboys,697
tennessee-volunteers,538
memphis-tigers,524
byu-cougars,433
louisiana-lafayette-ragin-cajuns,403
pittsburgh-panthers,349
army-west-point-black-knights,329
kentucky-wildcats,261
marshall-thundering-herd,136
louisville-cardinals,132
baylor-bears,110
west-virginia-mountaineers,66
southern-methodist-mustangs,66
tcu-horned-frogs,34
virginia-cavaliers,33
boston-college-eagles,28
arkansas-state-red-wolves,23
mississippi-state-bulldogs,8
uab-blazers,6
appalachian-state-mountaineers,6
ole-miss-rebels,5
texas-tech-red-raiders,5
coastal-carolina-chanticleers,2
utsa-roadrunners,2
troy-trojans,1
