Teams,Borda Points
clemson-tigers,1536
alabama-crimson-tide,1488
georgia-bulldogs,1380
florida-gators,1340
notre-dame-fighting-irish,1239
ohio-state-buckeyes,1165
miami-fl-hurricanes,1148
north-carolina-tar-heels,944
penn-state-nittany-lions,935
oklahoma-state-cowboys,919
cincinnati-bearcats,896
oregon-ducks,786
auburn-tigers,731
tennessee-volunteers,717
byu-cougars,661
wisconsin-badgers,619
lsu-tigers,479
southern-methodist-mustangs,395
virginia-tech-hokies,392
michigan-wolverines,350
texas-am-aggies,331
texas-longhorns,229
iowa-state-cyclones,216
louisiana-lafayette-ragin-cajuns,216
minnesota-golden-gophers,145
kansas-state-wildcats,142
usc-trojans,115
ucf-knights,114
mississippi-state-bulldogs,114
tcu-horned-frogs,98
marshall-thundering-herd,50
tulsa-golden-hurricane,46
utah-utes,30
iowa-hawkeyes,26
coastal-carolina-chanticleers,25
north-carolina-state-wolfpack,19
ole-miss-rebels,18
uab-blazers,15
army-west-point-black-knights,14
west-virginia-mountaineers,13
memphis-tigers,12
arkansas-razorbacks,11
pittsburgh-panthers,7
virginia-cavaliers,5
arizona-state-sun-devils,5
air-force-falcons,4
washington-huskies,4
indiana-hoosiers,1
