Teams,Borda Points
clemson-tigers,1536
alabama-crimson-tide,1488
georgia-bulldogs,1380
florida-gators,1340
notre-dame-fighting-irish,1239
ohio-state-buckeyes,1165
miami-fl-hurricanes,1149
north-carolina-tar-heels,952
penn-state-nittany-lions,936
oklahoma-state-cowboys,929
cincinnati-bearcats,903
oregon-ducks,793
auburn-tigers,755
tennessee-volunteers,740
wisconsin-badgers,637
lsu-tigers,509
southern-methodist-mustangs,442
virginia-tech-hokies,431
michigan-wolverines,385
texas-am-aggies,362
texas-longhorns,261
louisiana-lafayette-ragin-cajuns,257
iowa-state-cyclones,253
minnesota-golden-gophers,162
kansas-state-wildcats,160
ucf-knights,138
mississippi-state-bulldogs,136
usc-trojans,129
tcu-horned-frogs,122
marshall-thundering-herd,62
tulsa-golden-hurricane,55
coastal-carolina-chanticleers,35
utah-utes,35
iowa-hawkeyes,32
north-carolina-state-wolfpack,25
oklahoma-sooners,24
ole-miss-rebels,18
west-virginia-mountaineers,17
uab-blazers,17
memphis-tigers,15
army-west-point-black-knights,15
arkansas-razorbacks,13
pittsburgh-panthers,10
air-force-falcons,7
virginia-cavaliers,7
arizona-state-sun-devils,6
washington-huskies,5
indiana-hoosiers,2
