Teams,Borda Points
clemson-tigers,1515
alabama-crimson-tide,1513
ohio-state-buckeyes,1430
notre-dame-fighting-irish,1351
georgia-bulldogs,1289
cincinnati-bearcats,1199
texas-am-aggies,1156
florida-gators,1066
byu-cougars,1014
wisconsin-badgers,986
miami-fl-hurricanes,947
oregon-ducks,831
indiana-hoosiers,769
oklahoma-state-cowboys,761
coastal-carolina-chanticleers,549
marshall-thundering-herd,544
oklahoma-sooners,448
southern-methodist-mustangs,441
usc-trojans,372
boise-state-broncos,371
texas-longhorns,221
michigan-wolverines,172
auburn-tigers,164
liberty-flames,136
northwestern-wildcats,120
louisiana-lafayette-ragin-cajuns,112
north-carolina-tar-heels,107
penn-state-nittany-lions,95
tulsa-golden-hurricane,86
army-west-point-black-knights,72
kansas-state-wildcats,57
west-virginia-mountaineers,53
utah-utes,46
washington-huskies,23
purdue-boilermakers,17
virginia-tech-hokies,14
san-diego-state-aztecs,13
appalachian-state-mountaineers,8
arizona-state-sun-devils,8
michigan-state-spartans,7
wake-forest-demon-deacons,7
california-golden-bears,4
